en	twi
According to him, this forms part of government’s broader plan of improving the country’s road network and bring development close to Ghanaians.	Ɔkyerɛɛ mu sɛ, yei ka aban nhyehyɛeɛ kɛseɛ a wabɔ ato hɔ sɛ ɔde bɛtu Ghana akwan mu mpɔn a ɛde mpuntuo bɛbrɛ Ghanafoɔ.
As we began to associate with white people, we realized that very little set us and them apart. We all experience similar circumstances and challenges.	Bere a yefii ase ne aborɔfo bɔe no, yebehui sɛ nsonsonoe kɛse biara nhyɛ da nni yɛne wɔn ntam. Nea wɔrefa mu wɔ asetenam no, ɛno ara bi na yɛn nso yɛrefa mu.
I should go home and get some sleep.	Ɛsɛ sɛ mekɔ fie na meda kakra.
What we are saying is that, we are adding Hubtel to the several options that people have when they need certain things.	Deɛ yɛreka ara ne sɛ, yɛde Hubtel reka nneɛma ahodoɔ a nnipa wɔ berɛ a wɔrehwehwɛ nneɛma bi.
He got lost while walking in the woods.	Ɔhweree biribi bere a na ɔnam wuram no.
As a result, many of them suffer from anxiety and depression.	Eyi de adwinnwen ne adwenemhaw abɛto wɔn mu bebree so.
Keep in mind that smoking is not good for your health.	Ma ɛntra w'adwenem sɛ sigaretnom nyɛ ade pa mma w'akwahosan.
The power plant supplies the remote district with electricity.	Wura a anyinam ahoɔden wom no de anyinam ahoɔden di dwuma wɔ akyirikyiri asase so.
Jwewl was born in Boston.	Wɔwoo Jewel wɔ Boston.
In March, residents of Ho were also thrown into a state of shock after a lady believed to be in her mid-twenties was chanced upon dead in a hotel room.	Wɔ Ɔgyefuo bosome mu no, amanfoɔ a wɔte Ho ho dwirii wɔn a abrɛ a ɔhunuu sɛ ababaawa bi a ɔwɔ mfeɛ aduonu mu hɔ awu da ahɔhogyebea dan bi mu.
“For example, you may have a big water body like a lake that we cannot readily drain or even a marshy area that serves as a source or breeding site for mosquitoes,” he added.	“Mfatoho bi ne sɛ baabi a nsuo wɔ paa te sɛ tadeɛ anaa afrɔ mu sei no yɛntumi ntwe nsuo no nyinaa ngu firisɛ ntontom too nkosua gu hɔ”
As a parent, examine your own attitude toward money and the things it can buy.	Sɛ́ ɔwofo no, susuw sɛnea wote nka wɔ sika ne nneɛma a ebetumi atɔ no ho.
I don't think you fully understand the consequences.	Minsusuw sɛ wote ɛho nsunsuanso no ase yiye.
Some attribute suffering to fate or in some other way feel that we have little control over what happens to us.	Ebinom kyerɛ sɛ amane a yehu no, ɛyɛ yɛn nkrabea, anaa nea ɛto yɛn no, biribiara nni hɔ a yebetumi ayɛ de asiw kwan.
Emphasize that serving others is a privilege.	Boa no ma onhu sɛ eye sɛ ɔbɛyɛ nnwuma aboa afoforo.
It is far better when both partners have a self-sacrificing disposition.	Sɛ́ awarefoɔ no, obiara tumi gyaa asɛm mu a, ɛboa paa.
What if your partner is reluctant to speak up? Recognize that “a person’s thoughts are like water in a deep well, but someone with insight can draw them out.”	Na sɛ wo hokafo no mpɛ sɛ ɔkasa nso ɛ? Hyɛ no nsow sɛ “onipa komam nsusuwii te sɛ nsu a ɛwɔ abura a emu dɔ mu, na nea ɔwɔ nhumu na obetumi asaw.”
But I think we are on the right track, I think we are well pluck into the journey; we have invested in automating our front office, we invested heavily in our back house, we’ve tried to develop digital platforms to our customers so they can work from home, our customers can access the bank from anywhere.”	“Nanso medwene sɛ yɛasi kwan papa so, medwene sɛ yɛnam nhyehyɛeɛ papa so asi kwan no so, yɛde sika ahyɛ mfidie ne kɔmputa a ɛbɛma adwadifoɔ akwannya wɔ animu ɔfese, yɛde sikapuduo nso ahyɛ adan a ɛwɔ akyire no mu, yɛabɔ mmɔden ama mpontuo aba abɛɛfo kwantenpɔn no akwannya mu ama adwadifoɔ, ɛnti wɔbɛtumi atena efie adi dwuma, yɛn adwadifoɔ no betumu ne sikakorabea no adi nsawɔsoɔ afiri baabiara a wɔwɔ,”
On the critical roads programme, the Minister said part of the roads to be completed are; Navrongo to Naga stretch the Wa to Bulenga to Yaala road, Salaga to Ekumdipe to Kpandai road which is 60% complete, upgrading of Yagaba to Mankarigu road as well as the upgrading of Daboya to Mankarigu road among hosts of road projects	Wɔ akwan a asɛe koraa dwumadie so no, Soafoɔ kaa sɛ akwan ɛrebɛn awieɛ no bi ne; Navrongo kɔsi Naga, Wa kɔsi Bulenga kɔsi Yaala kwan no, Salaga kɔsi Ekumdipe kɔsi Kpandai kwan a ɛyɛ ɔha mu nkyɛmu aduosia ɛreyɛ awie, Yagaba kɔsi Mankarigu kwan asiesie saa nso na Daboya kɔsi Mankarigu kwan ɛna akwan ahodoɔ a aka.
It is instructive to note that the $30 million Yendi Water Project is funded by a facility from the Indian Exim Bank, and it is being executed by WAPCOS, an Indian civil engineering/consultancy firm.	Ɛyɛ asɛnhia sɛ India Exim Sikakorabea de sika dɔla ɔpepem aduasa na ahyɛ Yendi Nsuo Dwumadie no mu ɛna India Mfididwumayɛfoɔ a yɛfrɛ wɔn WAPCOS na ɛresi saa dan yi.
You didn't seem to want that book.	Ɛte sɛ nea na wompɛ saa nhoma no.
“Then all of a sudden, we heard his wife screaming ‘Please someone should come and help me!’	"Ɔka kyerɛɛ JoyNews sɛ, ""Afei mpofirimu a na yɛtee sɛ ne yere reteatea mu sɛ, 'mepaakyɛw obi mmɛboa me!'"
And once we learn that we have not been told the truth about a particular group, we may be more likely to question assumptions that we have made about other groups of people.	Sɛ ɛba sɛ obi ka nnipa bi ho asɛmmɔne na sɛ yɛhwehwɛ mu na yehu sɛ ɛnyɛ nokware a, ɛbɛboa yɛn paa. Ɛba saa a, bere biara a yɛbɛte nkurɔfo ho nsɛm no, yɛbɛhwehwɛ mu yiye.
The Spanish giants are understood to have had three bids for Willian turned down by Chelsea, while he was also believed to be high up Jose Mourinho's list of targets in this window.	Nteeɛ kyerɛ mu sɛ Spain bɔɔlbɔkuo kɛseɛ yi de sika akɔ Chelsea nan ase mprɛnsa ama wabɔ ne nyinaa ara agu. Aberɛ korɔ no ara amaneɛ kyerɛ sɛ ɔka wɔn a Jose Mourinho ani di wɔn akyi no ho bi.
Government’s commitment to leaving a lasting legacy in professional legal education in Ghana is absolute,” he said	Aban bɔhyɛ sɛ ɔbɛgya biribi ama nkyirmma wɔ mmaranim adesua mu no gyina pintiin”
So strive to nurture positive thoughts and feelings about your partner.	Enti bɔ mmɔden sɛ wobɛte wo hokafo no ase na nya ne ho adwempa.
Even some parents may unwittingly sow the seeds of a me-first spirit.	Awofo binom mpo tumi de pɛsɛmenkominya su dua wɔn mma mu a wonhu.
You shouldn't say such a thing in the presence of children.	Ɛnsɛ sɛ woka biribi a ɛte saa bere a mmofra wɔ hɔ no.
The listing of structures is slated for June 13, 2021 across the country with census Night being June 27, 2021.	Adan ahodoɔ ho atwerɛtwerɛ no, wɔde ahyɛ ɔbosome Ayɛwohomummɔ 13, 2021 wɔ ɔman no afanan nyinaa, na anadwo a ɛdi nnipakenkan anim no ayɛ Ayɛwohomummɔ 27,2021.
“I strongly disagree, and I will advise those who take a contrary view to go to court to vindicate their position if they so wish	“Merennye ntom da, ɛno nti mitu wɔn a wɔwɔ biribi foforɔ no fo sɛ, wɔbɛtumi akɔ kɔɔto akɔkyerɛ wɔn gyinabea, sɛ wɔpɛ a.”
It has to do with the degradation of our environment and the pollution of the atmosphere and of our water bodies.	Yei yɛ sɛe a yɛresɛe y’atenaeɛ ne yɛn nsuwa nsuwa.
We also think that the lifestyle of people in Kumasi is also a Hubtel lifestyle.	Yɛdwene sɛ Kumasefoɔ abrabɔ ne Hubtel deɛ no di nsawɔsoɔ.
“They returned on Saturday, sprinkled petrol on the generator plant, and around our office facility and set fire into them.	"""Wɔsan baa Memenda de fango guu mfidie no mu san twaa dwumayɛbea ho ansa wɔretwa gya ato mu."
The Ellembelle District Census Officer, Mr Isaac Polley, has expressed worry over how a section of the public was “playing politics” with the census exercise and called for a stop to the practice.	Ellembelle Mansini Panin a ɔhwɛ nnipa-kane so, Owura Isaac Polley, akyerɛ ɔhaw a ɔmanfoɔbinom de nnipa-kane dwumadie reyɛ amanyɔsɛm ɛna w’asrɛ sɛ wɔnnyae saa suban no.
If your adult stepchildren are persistently rude or disrespectful to you, share your feelings with your mate and listen carefully to his or her thoughts.	Sɛ wo mmanoma a wɔayɛ mpanyimfo no kasa w’anim basabasa anaa wommu wo a, ka ho asɛm kyerɛ wo hokafo no na tie nea ɔwɔ ka no yiye.
Try to get the facts from a reliable source.	Sɛ wopɛ sɛ wuhu asɛm bi mu yiye a, kɔ baabi a wugye di sɛ wɔbɛka mu nokware akyerɛ wo.
Eni is trying to find out if there is a viable solution that could be beneficial to all parties.	“Eni gu so rehwehwɛ asɛm yi pomasiberɛ a ɛbetumi ama obiara a ɔwɔ kyɛfa no adwenem ada hɔ na aboa wɔn.”
The Democrats haven't decided on their candidates yet, but in any case they're sure to lose.	Democras no nsii gyinae wɔ wɔn a wɔrebɛbɔ afɔre no ho, nanso ɔkwan biara so no, wobedi nkogu ɔkwan biara so.
The former Education Minister, Prof. Opoku-Agyemang, in a media interaction, discredited the government’s much-touted unprecedented WASSCE results following the implementation of the Free SHS policy.	Nwomasua Soafoɔ a watwam, Prof. Opoku Agyemang ne nsɛmtwerɛfoɔ redi nkitaho no, ɔtwee WASSCE sɔhwɛ ho mmuaeɛ a aba aban yi berɛ so a ɛso bi maa da ɛfirii sɛ Free SHS dwumadie yi baeɛ.
I had extremes of very-high-calorie binge days and very-low-calorie strict days. Finally, I decided to stop counting calories, to be careful not to overeat, and to stop eating when I was full. It took time, but now I have a balanced diet.”	Da bi wɔ hɔ a, na midi aduan a ebetumi ama mayɛ kɛse. Ɛtɔ da nso a, na madi aduan a ɛremma menyɛ kɛse. Awiei koraa no, misii gyinae sɛ sɛ merebedidi a, ɛnyɛ afei na merebebu akontaa ahwɛ sɛ ɛbɛma mayɛ kɛse anaa ɛremma menyɛ kɛse. Mmom, mehwɛ sɛ merennidi mmoro so, na sɛ meredidi na mihu sɛ mamee pɛ a, na magyae. Egyee bere de, nanso seesei midi aduan pa.”
What [Naana Jane] has taken for granted [is that], some students may not get scholarships to certain universities around the world because they are going to look at them and say they have cheated and don’t deserve to get the scholarship”.	Deɛ Naana Jane anwene ho ne sɛ adesuafoɔ no mu bi rennya scholarship nkɔsua nwoma wɔ Asuapɔn ahodoɔ bi a ɛwɔ wiase yi mu ɛfiri sɛ wɔbɛhwɛ wɔn na wɔaka sɛ wɔwiaa sɔhwɛ mu nti wɔmfata sɛ wɔma wɔn Scholarship.”
According to her, the program is fast becoming the most popular Certification program on campus due to word-of-mouth recommendations from students who currently have opportunities working at various leading companies in the ICT industry in Ghana and beyond.	Sɛdeɛ akyerɛ no, adesua no abɛgye din wɔ deɛ wɔsua no University no mu ɛsiane adansedie a wɔn a wɔafa mu na wɔreyɛ adwuma wɔ ICT nnwuma akɛseɛ mu wɔ Ghana ne amanɔne mu no redi.
Sometimes when you’re lonely you keep checking your phone to see if any of your friends have sent you a message. And when you’re already feeling lonely and you notice that no one has tried to contact you, that can make you feel even worse	Ɛtɔ mmere bi na wote nka sɛ woayɛ ankonam a, wohwɛ wo mobal fon so mpɛn pii sɛ ebia wo nnamfo asɛnde wo biribi anaa. Na sɛ wuhu sɛ obiara nyɛɛ n’adwene sɛ ɔne wo bedi nkitaho a, na biribi reyɛ ayɛ wo!
Simply telling a child that he or she is “awesome” does not encourage humility. Be specific.	Sɛ woka kyerɛ wo ba kɛkɛ sɛ, “Mete wo so a na masɔre” a, ɛremma ɔmmrɛ ne ho ase. Ma onhu adepa a wayɛ a enti worekamfo no saa.
Dr. Bossman Asare in an interview gave assurance that transparent elections would be conducted in the country to ensure that those that are voted for are those who get the lead..	Wɔ anototoɔ nhyiamu mu no Dr. Bossman Asare maa awerɛhyɛmu sɛ abatoɔ a ɛmu da hɔ fenkyem bɛkɔ so wɔ ɔman no mu ama wɔn a wɔbɛto aba ama wɔn no bɛyɛ wɔn a wɔdii kan pɛ
I found the cage empty.	Mihuu bɔn no sɛ hwee nni hɔ.
Now your partner starts talking to you—something about expecting people tonight.	Afei wo hokafo nso fi ase ne wo kasa—ɛfa ahɔho a wɔreba abɛsra mo anwummere no ho.
I'll see to it that you get a raise after the first year.	M'ani bɛba wo ho so no na wɔama wo so afe a edi kan no akyi.
Do I have genuine friendships with people I care about and who care about me?	M’adɔfo ne me nnamfo a wodwen me ho no, me ne wɔn ntam te sɛn?
At the moment we are partnering another NGO called ‘ Couldyou? to provide Menstrual caps; a small cup inserted in the woman to collect blood.	Saa ɛberɛ yi yɛne Ekuo foforɔ a ɛnhyɛ Aban ase na wɔferɛ no ‘Wobɛtumi?’ (Could yiu?) ato abasa-kɔnmu sɛ yɛbɛma Afikyerɛkɔ nkuruwa (Menstrual caps) a ɛyɛ kuruwa ketewaa bi a wɔde hyɛ ɛmmaa ase de sɔ mogya.
Promotion of the rule of law is at the heart of this Association’s vocation. Its members must be the natural champions of a law-based state, whose establishments should be solid enough to sanction effectively vigilantism, bank frauds, cyber frauds, sharp practice, illegal mining, unlawful exports of fertilisers and oil products, identity thefts, stealing of public funds, bribery and corruption, criminal cartels, and criminal behaviour in general.	Ɛmu nnipakuo na ɛwɔ sɛ ɔyɛ mmara ho nkunimdifo a wɔn nnyinasoɔ bɛko atia aturuturasɛm, sikakorabea nyansakorɔno, intanɛt nyansakorɔno, nneyɛ bɔne, galamsey, kwan bɔne a wɔde mane asaase so nnuaneduro ne fango, nnipasu korɔnobɔ, ɔman korɔnobɔ, prɔeɛ ne kɛtɛasehyɛ, korɔnobɔ akuo ne korɔno nneyɛ titire.
Haruna Iddrisu insists that he wants President Akufo-Addo to lead the country by the constitution	Haruna Iddrisu nnyinasoɔ ne sɛ ɔpɛ sɛ Ɔman Panin Akuffo- Addo fa Ɔmanmmara noso di ɔman no anim.
I am surprised to find that my wife and I are so different! For example, I like to get up early, but she likes to stay up late.	Ɛyɛɛ me nwonwa sɛ mihui sɛ ɛsono me yere na ɛsono me koraa! Sɛ nhwɛso no, sɛ meda a mesɔre ntɛm, nanso ɔno de ɔnsɔre ntɛm.
There will be innocent victims.	Amanfoɔ ho bɛka mu.
Some of those who was speaking to Citi News said the vaccines did not arrive until almost midday.	Wɔn a ɔne Citi News dii nkɔmɔ no kaa sɛ nnuro no amma ara kɔpem prɛmoto berɛ.
The Zoomlion General Manager for Ashanti East, Franklin Ofori Akuffo, indicated that LSM was one of the best interventions in the control of malaria.	Asante Mantam Apueɛ fa mu Zoomlion panin, Franklin Ofori Akuffo, akyerɛ sɛ LSM abɛyɛ ntamgyinafoɔ pa wɔ atiridii yareɛ ko no”
You might find that the aspects that you both feel strongest about are not really all that incompatible.	Mobɛhunu sɛ deɛ mo adwene nhyia wɔ ho no yɛ kakraa bi.
For example, some partners divorce simply because one partner feels that he or she “deserves better.	Sɛ nhwɛso no, awarefo binom gyae aware efisɛ wɔn mu biako te nka sɛ “ne hokafo ne no nni no yiye.
A former Director-General of the Ghana Health Service, Professor Nteful, has hit hard at members of the Tafo Chapter of the Ghana Association of Medical Laboratory Scientists (GAMLS) who are protesting the posting of the two hematologists to the Laboratory Service Department of the hospital.	Ghana Apɔmuden Adwuma kwankyerɛfoɔ panin a watwa mu, Professor Nteful atwi Ghana Medical Association of Medical Laboratory Scientists kuo mu nnipa a ɛwɔ Tafo anim sɛ wate atua wɔ mogya mu dɔkotafoɔ mmienu a wayi wɔn kɔ ayaresabea no Laboratory Service Department no.
Shut up and don't say a thing.	Ka wano to mu, na nka hwee.
We must start immediately.	Ɛsɛ sɛ yefi ase ntɛm ara.
First, we received training in agriculture.	Nea edi kan no, wɔtetee yɛn wɔ kuayɛ mu.
A bulletproof vest was also retrieved from the suspects upon a search of their car.	Wɔhunuu tuo aboba ataade nso wɔ nnipa mmienu yi hyɛn mu.
Are you able to use periods of solitude to your advantage?​	Sɛ ɛka wo nko ara wɔ baabi a, ɛyɛ a wutumi de saa bere no dwinnwen nneɛma ho anaa?
The process begins as soon as an injury occurs on the skin.	Sɛ obi pira a, ntɛm ara na nipadua no afi ase resiesie ne ho.
Also, I do not think it’s wrong occasionally to have a candy bar or eat fast food. But that shouldn’t be all a person’s diet consists of.	Afei nso, mihu sɛ, sɛ da koro bi wudi tɔfe anaa wotɔ abɔnten aduan di a, ɛnyɛ hwee. Nanso, ɛnsɛ sɛ wode ɛno yɛ w’aduan a wubedi no daa.
Everyone has the right to seek and to enjoy in other countries asylum from persecution.	Obiɑrɑ wɔ kyɛfɑ ɑnɑɑ hokwɑn sɛ esiɑne ɑmɑnyɛsɛm ho ɔtɑɑ bi nti ɔkɔ ɔmɑn foforo bi mu kɔpɛ guɑnkɔbeɑ.
His political equanimity is evident in his relations with the current Parliament, especially Rt. Hon Speaker.	Abotrɛ a ɛwɔ wɔ amanyɔsɛm mu no daa adi pefee wɔ ayɔnkofa a ɛda ɔne Mmarahyɛbɛdwafie mu ne titire Kasamafoɔ panin.
Our work matters. It affects prochanced uponly the ordering of the state. Promotion of the rule of law is at the heart of this Association’s vocation.	Y’adwuma ho hia. Ɛso wɔ nsunsuansoɔ wɔ ɔman no so. Mpuntuo wɔ atɛntenenee adwuma da nkabomkuo m'akoma so paa.
The President of the Republic said I felt like weeping.	Ɔmanpanin no kaa sɛ na ɔpɛ ɔsu.
What time do you go to the market?	Bere bɛn na wokɔ gua so?
