eng	xho
Police, not demonstrators, showed up in force on Bulawayo streets Monday, with foot patrols wielding shields, batons and, in some cases, pistols.	Amapolisa, hayi abaqhankqalazi, athe agaleleka kwizitalato zakwaBulawayo ngoMvulo, ephethe amakhaka, amakhuni, kwezinye iimeko, imipu.
The Associated Press reported police trucks and water cannons positioned in the downtown area.	I-Associated Press inike ingxelo ngeelori zamapolisa kunye neenkanunu zamanzi ezibekwe kumbindi wedolophu.
A young man in Bulawayo, identifying himself only as James, told VOA that negotiations between the government and opposition leaders were even more important than demonstrations.	Umfana wakwaBulawayo ozichaze njengoJames kuphela, uxelele iVOA ukuba uthethathethwano phakathi kukarhulumente neenkokheli zamaqela aphikisayo zibaluleke ukodlula uqhanqalazo.
Honestly, to demonstrate, we can end up being hurt by being beaten, being chased around. 	“Enyanisweni, ukubonisa, singaphela sonzakele ngokubethwa, sileqwa.
There's really nothing that we see coming out of it," James said.	Akukho nto siyibona iphuma kuyo,” utshilo uJames.
But these men should sit down and see what they can do for us, especially us, the youth. … 	“Kodwa la madoda kufuneka ahlale phantsi abone ukuba angasenzela ntoni, ingakumbi thina silulutsha. …
We have been affected a lot, and we are getting old just running."	Sichaphazeleke kakhulu, kwaye siyaguga sibaleka nje. "
Moyo, the foreign minister, told VOA the administration is "undertaking economic reforms [that] are fundamental and they are key to ensuring that even the youth would finally have jobs created for them, so that we can create an environment where investors and the capital will find it easy to come into this country, where jobs will be created, and the youth will be part and parcel of economic activity."	UMoyo, umphathiswa wezangaphandle, uxelele iVOA ukuba ulawulo "lwenza utshintsho lwezoqoqosho olusisiseko kwaye lungundoqo ekuqinisekiseni ukuba nolutsha ekugqibeleni luya kudalelwa imisebenzi, ukuze sikwazi ukudala imeko apho abatyali-mali kunye nenkunzi. uzakufumana kulula ukungena kweli lizwe, apho kuza kudaleka imisebenzi, kwaye ulutsha luzakuba yinxalenye yemisebenzi yezoqoqosho.”
Moyo said Zimbabwe is midway into a two-year "transition stabilization program" to revive the country's devastated economy:	UMoyo uthe iZimbabwe iphakathi kwi "transition stabilization program" yeminyaka emibini yokuvuselela uqoqosho lweli lizwe olunxungupheleyo:
We have got one year to go and we are saying we should by then be out of the doldrums.	Sinonyaka omnye ukuba sihambe kwaye sithi ngelo xesha kufuneka siphume kwi-doldrum.
The southern African country of nearly 16 million is experiencing its worst financial crisis since 2008, beset by hyperinflation and the fallout of decades of corruption.	Ilizwe elikumazantsi e-Afrika eliphantse libe zizigidi ezili-16 lijongene nengxaki enkulu yezemali ukusukela ngo-2008, lithwaxwa kukunyuka kwamaxabiso ezinto kunye nokuwa korhwaphilizo lwamashumi eminyaka.
Many struggle to buy basics such as food and medicine.	Abaninzi bayasokola ukuthenga izinto ezisisiseko ezifana nokutya namayeza.
With the poor economy and crops devastated by drought and a spring cyclone, the UN World Food Program anticipates that 5.5 million people will need emergency food aid by next April.	Ngoqoqosho oluhlwempuzekileyo kunye nezityalo ezitshatyalaliswe yimbalela kunye nesivunguvungu sasentwasahlobo, i-UN World Food Programme ilindele ukuba abantu abazizigidi ezi-5.5 baya kufuna uncedo lokutya olungxamisekileyo ngo-Aprili ozayo.
Finance Minister Mthuli Ncube, who had predicted 3.1% growth for 2019, offered a sobering update to Zimbabwe's parliament in early August.	Umphathiswa wezeziMali uMthuli Ncube, othe waqikelela ukukhula nge-3.1% ngo-2019, unike ingxelo eyothusayo kwipalamente yaseZimbabwe ekuqaleni kuka-Agasti.
The revised 2019 GDP growth is expected to be negative, Reuters news service reported him as saying.	Ukukhula okuhlaziyiweyo kwe-GDP ka-2019 kulindeleke ukuba kube kubi, utshilo ingxelo yeendaba zeReuters.
Ncube did not provide any updated figure.	UNcube khange anike manani ahlaziyiweyo.
	
Civil Society Workers Run Afoul of Tanzania Security Officials in Sign of Increasing Clampdown	Abasebenzi bemibutho yoluntu baqhubela phambili amagosa okhuseleko eTanzania ngomqondiso wokwandiswa kweClampdown
African civil society campaigners attending a conference in Tanzania were questioned and warned over the weekend, in what human rights activists say is part of a continuing clampdown on free speech in the East African nation.	Abakhankasi boluntui base-Afrika bezimase inkomfa e-Tanzania babuzwa imibuzo kwaye balunyukiswa kwimpelaveki, kwinto abathi abalwela amalungelo oluntu yinxalenye yokuqhubekeka koxinzelelo kwintetho ekhululekileyo kwisizwe saseMpuma Afrika.
Details are still emerging over what exactly happened to at least 40 civil society workers who ran afoul of security officials at this year's summit of the Southern African Development Community in Dar es Salaam.	Iinkcukacha zisaphuma malunga nokuba kwenzeke ntoni kanye kanye kubasebenzi boluntu abangama-40 abathe bangquzulana namagosa okhuseleko kwingqungquthela yalo nyaka yoMbutho woPhuhliso lwaMazantsi e-Afrika eDar es Salaam.
But rights experts said Monday that the episode is another worrying sign of heightened paranoia and harassment from the government.	Kodwa iingcali zamalungelo zathi ngoMvulo esi siqendu sesinye isibonakaliso esixhalabisayo sokunyuka kwezenzo ezingenangqiqo kunye nokuxhatshazwa ngurhulumente.
Catherine Eden, a lawyer for the Tanzania Human Rights Defenders Coalition, says the incident stemmed from a misunderstanding.	UCatherine Eden, igqwetha leTanzania Human Rights Defenders Coalition, uthi esi siganeko sibangelwe kukungaqondi kakuhle.
South African delegates to the 15-nation conference, she said, wanted to hold a short commemoration of the seventh anniversary of South Africa's deadly Marikana mine massacre on Aug. 16.	Abathunywa boMzantsi Afrika kwinkomfa yamazwe ali-15, uthe, babefuna ukubamba isikhumbuzo esifutshane sesikhumbuzo sesixhenxe sokubulawa kwendyikitya yokufa yaseMarikana eMzantsi Afrika ngomhla we-16 ka-Agasti.
Thirty-four striking miners were killed by police in the deadliest security incident since the end of apartheid in 1994.	Abasebenzi-mgodini abangamashumi amathathu anesine babulawa ngamapolisa kwesona siganeko sabulala abantu abaninzi ukususela ekupheleni kocalucalulo ngo-1994.
So delegates at a side event sang the South African anthem, held a moment of silence and availed on their government to better protect its people.	Ngoko abathunywa kumsitho osecaleni bacula umhobe woMzantsi Afrika, bathi cwaka umzuzwana baze bamemelela kurhulumente wabo ukuba akukhusela ngcono abantu bakhe.
But something they wrote on a piece of paper convinced security police the delegates had bigger plans.	Kodwa into ababeyibhale ephepheni yaqinisekisa amapolisa ezokhuseleko ukuba abathunywa banezicwangciso ezinkulu kunoko.
They wrote some messages on the flip charts, of which the little content that was captured in the flip charts read, 	Babhala imiyalezo ethile kwiitshathi, apho umxholo omncinci owawufakwe kule tshati wawufundeka ngoluhlobo, 
Stop killing our people,'" she said. "...	Yekani ukubulala abantu bethu,'” utshilo.
So I think there was a national security person in that meeting and he saw those messages and so he interpreted that as a plan to demonstrate.	Ke ndicinga ukuba kwakukho umntu wokhuseleko lwesizwe kuloo ntlanganiso kwaye wayibona loo miyalezo kwaye ke wayitolika njengesicwangciso sokubonisa.
But if you look closely, you can't see any relationship as to why they would want to demonstrate for the Marikana shootings in Tanzania."	Kodwa ukuba uyajongisisa, awuboni nabuphi na ubudlelwane bokuba kutheni befuna ukubonisa udubulo lwaseMarikana eTanzania. "
It's not clear if anyone was actually arrested. Other rights groups say that some foreign campaigners were arrested, but not interrogated.	Akukacaci ukuba ukhona umntu owabanjwayo. Amanye amaqela amalungelo athi abanye abakhankasi bamazwe angaphandle babanjwa, kodwa abakhange baabuzwe mibuzo.
	
Eden says she was summoned by authorities as she went to the police station Friday night to meet with a local coordinator and then was let go with a warning.	U-Eden uthi ubizwe ngabasemagunyeni njengoko wayesiya kwisikhululo samapolisa ngolwesiHlanu ukuya kudibana nomnxibelelanisi wendawo emva koko wakhululwa ngesilumkiso.
Police later went to delegates' hotel rooms looking for materials that they thought were a security threat.	Kamva amapolisa aya kumagumbi eehotele zabathunywa ekhangela izinto awayecinga ukuba ziyingozi yokhuseleko.
They found nothing, she said.	Abafumananga nto, watsho.
Janet Zhou, director of the Zimbabwe Coalition on Debt and Development, was one of the campaigners questioned by security forces at her hotel.	UJanet Zhou, umlawuli weZimbabwe Coalition on Debt and Development, ngomnye wabakhankasi ababuzwa imibuzo ngabezokhuseleko kwihotele yakhe.
I was afraid, I was insecure, I was traumatized to say the least, she told VOA, after returning home to Harare.	“Ndandisoyika, ndandiziva ndingakhuselekanga, ndihlukumezekile ukuba ndingatsho,” uxelele iVOA, emva kokubuyela ekhaya eHarare.
Because seven security details coming over after midnight and questioning me about a demonstration and placards that I wasn't going to be able to give them, was something else.	Ngenxa yokuba amadoda asixhenxe okhuseleko eza emva kobusuku kwaye andibuza imibuzo malunga nomboniso kunye neeplakhadsi endandingazokukwazi ukubanika, yayiyenye into.
	
I didn't understand it. It left me really terrified."	Andizange ndiyiqonde. Yandishiye ndosoyika ngokwenene. "
She said police then told her — and her 40-person delegation — to remain in their hotel all day Saturday.	Uthe amapolisa amxelela kunye negqiza lakhe labantu abangama-40- ukuba bahlale ehotele imini yonke yangoMgqibelo.
She asked them if they were under arrest, to which they did not reply.	Wababuza ukuba babanjiwe na, abazange bamphendule.
	
Oryem Nyeko, a Kampala-based researcher for Human Rights Watch, noted that Tanzanian police didn't do anything technically illegal.	U-Oryem Nyeko, umphandi oseKampala kwi-Human Rights Watch, uqaphele ukuba amapolisa aseTanzania akazange enze into engekhosemthethweni.
But, he said, that doesn't make it right, either.	Kodwa, wathi, oko akukwenzi ukuba kulunge, kananjalo.
I think it's a perfectly valid thing for police to do, he said.	“Ndicinga ukuba yinto efanelekileyo ukuba amapolisa ayenze,” utshilo.
However, the challenge with that is that it speaks to a wider problem in Tanzania as far as a closing civic space and the opportunities that people in civic society have to freely express themselves. 	“Nangona kunjalo, umceli mngeni apho kukuba ibonisa ngengxaki ebanzi eTanzania xa kujongwe umba wokuvala indawo yasekuhlaleni kunye namathuba okuba abantu basekuhlaleni baveze izimvo zabo ngokukhululekileyo.
This is part of a wider pattern of civic repression in the country."	Le yinxalenye yendlela ebanzi yocinezelo loluntu kweli lizwe. "
International groups like the Committee to Protect Journalists have also warned of increased repression.	Amaqela amazwe ngamazwe afana neCommittee to Protect Journalists nawo alumkise ngokwanda kwengcinezelo.
Ahead of the SADC summit, the watchdog group noted its concerns about a "deeply troubling erosion of press freedom," and of "attacks on individual journalists, media suspensions, internet shutdowns, and restrictive legislation."	Phambi kwengqungquthela ye-SADC, iqela labajongi liqaphele iinkxalabo zalo malunga "nokhukuliseko olukhulu lwenkululeko yeendaba," kunye "nohlaselo lweentatheli ezizimeleyo, ukumiswa kweendaba, ukuvalwa kwe-intanethi, kunye nomthetho othintelayo."
The CPJ made special mention of Tanzanian journalists Azory Gwanda, who has been missing since 2017, and Erick Kabendera, who was arrested last month and charged with economic crimes, which the organization says is in retaliation for his critical journalism.	I-CPJ ithethe ngokukodwa ngeentatheli zaseTanzania u-Azory Gwanda, owalahleka ukusukela ngo-2017, kunye no-Erick Kabendera, owabanjwa kwinyanga ephelileyo wabekwa ityala lolwaphulo-mthetho lwezoqoqosho, apho mbutho uthi uziphindezela ngobuntatheli bakhe obugxekayo.
Kabendera remains behind bars. On Monday, Eden, his lawyer, said the court decided to adjourn to give prosecutors more time to investigate. That will keep him in jail for more than a week longer, until Aug. 30.	UKabendera  usavalelwe. NgoMvulo, u-Eden, igqwetha lakhe, uthe inkundla igqibe kwelokuba inqumamise ukunika abatshutshisi ixesha elongezelelweyo lokuphanda. Loo nto iza kumgcina entolongweni ixesha elingaphezu kweveki, kude kube ngu-Agasti 30.
	
Anna Henga, director of the Legal and Human Rights Center, said police actions only further a worrying trend in Tanzania under President John Magafuli, whom critics say is becoming increasingly authoritarian.	U-Anna Henga, umlawuli weLegal and Human Right Center, uthe izenzo zamapolisa ziqhubela phambili inkxalabo eTanzania phantsi koMongameli uJohn Magafuli, apho abangxeki bathu uya ephatha ngegunya.
