fr	fon
Surtout il y a lieu de saluer et de souhaiter que cela se propage, se multiplie sur l’ensemble de notre Continent qui a besoin de respiration politique.	1289- Nǔ tají è è ɖó ná wà ɔ́ wɛ nyí ɖɔ è ní dó gbè nú walɔ ɖagbe énɛ́ bó ká byɔ́ ɖɔ ní nyí jíjlá ‚ ní gbàkún gbɔn Aflika ɔ́ bǐ jí ‚ Aflika ée ɖó hudo fúnfún ná gbɔ́n dakɔ́n tá tɔn é.
Respiration politique veut dire changement des hommes et des femmes qui dirigent parce que nous avons un continent qui est jeune et cette jeunesse mérite plus que de la considération.	1290- Gbɔjɛ́ gbɔ́n dakɔ́n tá ɖò tòxó ɖiɖɔ lí xò ɔ́ wɛ nyí ɖɔ sunnu kpódó nyɔ̌nu kpán ée ɖò tò lɛ́ɛ kùn wɛ lɛ́ɛ ní ɖyɔ‚ ɖó Aflika mìtɔn ɔ́ wìnnyá wìnnyá jí wɛ ɖè bɔ wìnnyá wìnnyá byɔ́ ɖɔ è ní ɖɔ dó nù wú kpowun ǎ.
Mieux, il entend davantage renforcer les relations entre le médiateur de la République et les autres institutions de la République avec l’instauration d’une complicité agissante et fructueuse afin de mieux rassurer, satisfaire et répondre aux attentes des réclamants.	2385- É ɖɔ mɛjí ‚ émí ná wànǔ ɖò gbè kplí gbè kplí mɛ̀ xá azɔxwé ée ɖò tò ɔ́ mɛ̀ lɛ́ɛ bǐ‚ bónú nǔ è ná vɛ́ adɔ̌ mɛɖé hwe tɔn nù ɔ́‚ mɛ ɔ́ ná síxú mɔ sìnkɔn tɔn.
Pascal Essou s’engage à accorder une attention particulière aux recours qui seront déposés dans le cadre de sa mission d’intercesseur gracieux entre l’administration publique et les administrés.	2386- Pascal Essou jɛma ɖɔ hwenu ɖɛ̌ sɔ ɖɛ̌ mɛ̀ ná tîin ɖò azɔwatɔ kpódó azɔxwé ɖé kpán tɛntin ɔ́‚ émí ná zán ɖɛmɛnu sín acɛ émítɔn.
«Nous allons en outre œuvrer pour davantage hisser l’étendard de l’organe au rang des grandes nations », promet-il.	2387- <<Mì ná lɛ́ wànǔ bɔ ɖɛmɛnu tò ɔ́ tɔn gbásá ɔ́ ná yí haga jí ɖi tò ɖaxó lɛ́ɛ tɔn ɖɔhun>>‚ akpá è é dó é nɛ́.
Le médiateur de la République n’a pas manqué de remercier le président de la République, Patrice Talon, pour la confiance placée en sa modeste personne en le nommant à la tête de cette institution.	2388- Ɖɛmɛnu tò ɔ́ tɔn lɛ́ dó kú nú tògán PatriceTALƆN‚ ée ɖéjí dó wǔ tɔn lóbó sɔ ɛ́ dó tɛn nɛ́ mɛ̀ é.
Pascal Essou rassure le chef de l’Etat qui, lors de la réception de son serment, mercredi 19 mai dernier, à la présidence de la République, dit attendre de lui qu’il œuvre plus pour le maintien de la paix, le dialogue social et la recherche de solutions durables aux griefs des administrés relatifs au fonctionnement de l’administration centrale de l’Etat, des collectivités décentralisées, des établissements publics.	2389- Pascal Essou‚ ná jiɖiɖe tògán ɔ́; hwenu é ɖò akpá dó níí wɛ ɖò tògán gbásá ‚ ɖò azǎngagbè azǎn 19ɔ́ nǔxwásùn è wá yì ɔ́ tɔn gbè é ɔ́‚ éyɛ́ ɖɔ níí ɖɔ émí ɖòtè kpɔn ɛ́ ɖò fífá kán xixo lí nù ‚ nú é ná wànǔ bɔ gbè kplí gbè kplí ná tîin ɖò  azɔwatɔ kpódó azɔxwé tɛnmɛ tɛnmɛ ée ko ɖò Benɛ tò mɛ̀ é bǐ kpán tɛntin.
6 120 plaintes reçues	2390- Hwɛjijɛ 6 120 wɛ è ko yí.
Maurice Thantan Choix de la rédaction, Culture numérique, Infos Une, Technologie, Web	50- Maurice Thantan wɛ̀ mí ɖó ná sɔ́ xójíjlá nǔwínwlán tɔ̀n líxo‚ hwɛndò nǔwíwá gbɔn mɔkàn jí‚ Wɛ̀ndídó è ɖò tají lɛ́ɛ‚ azɔ̌ wà gbɔn mɔkàn jí ‚..
Depuis plusieurs jours, des publications sur les réseaux sociaux alertent sur une certaine situation d’insécurité à Natitingou nord-ouest du Bénin.	51- Sín azǎn mɔkpán ɖye ɖokpóo ɔ́ xóɖɔ̀gbájí lɛ́ɛ ɖò ayi-má-jayǐ ée ɖò tíntíin wɛ̀ ɖò tòtàligbé Natitɛ́ngúu wɛ́n dó wɛ̀ mágbókɔ̀.
Des témoignages font état de plusieurs braquages mortels opérés par des inconnus et qui plongent les populations dans la peur.	52- Kúnnúɖí lɛ́ɛ nyí ɖɔ̀ ajogbòmɛ tîin gege káká bɔ̀ gbɛtɔ́ kú ɖémɛ̀; mɛɖé ká tuun axánsúnxótɔ́ nɛ́ lɛ́ɛ ǎ. Nǔ mɔ̌wun dɔn xɛsi dó tòví lɛ́ɛ jí.
Le maire de la commune, interrogé par Radio Bénin, a confirmé cet état de panique et invite au calme.“Nous avons enregistré trois cas alarmants [qui mettent] la ville dans une insécurité totale”, déplore Taté Ouindéyama.	"""53- Xóɖɔ̀núwɛkɛ́tɛ̀ngɔ̀nù Benɛ̂ tɔ̀n kànnǔbyɔ́ tokpɔnlagán ɔ́ bɛ́ yígbè ɖɔ̀ xɛsi tîin nǔgbó bó ká lɛ́ dà tòví lɛ́ɛ ɖɔ̀ ye ní hwíhwɛ́-hǔn. """" Ajo atɔ̀n wɛ́ gbonǔ bɔ̀ tòxò ɔ́ bǐ ɖò adohuhu jí """"‚ Nǔ è vɛ́ adɔ̌ Taté wɛndeyama ɔ́ nɛ́."""
Selon le maire, les malfrats ciblent les conducteurs de taxi-moto dont ils arrachent les motos après les avoir tués.	54- Tokpɔnlagán ɔ́ ɖɔ̀ mɛjí ajotɔ́ lɛ́ɛ nɔ́ xàgǎ nú kɛ́kɛ́nɔ lɛ́ɛ bó nɔ́ yí kɛ́kɛ́ yetɔn lóbó nɔ́ hù yě.
L’unique commissariat de police de Natitingou, chef-lieu du département de l’Atacora est actif sur le terrain d’après le maire qui a tout de même demandé du renfort.	55- Lɔkpàzɔ́wátɛ̀n ɖokpó è ɖò Natitɛ́ngúu fínɛ́ bó kpacɛ̀ dó Atakola ɔ́ bǐ nù ɔ́ ɖò azɔ̌ wú amɔ̌ é ká kpé ǎ ‚ tokpɔnlagán wɛ́ ɖɔ̀ mɔ̌.
Un foie mal-en-point affecte notre état de santé.	1580- Ényí ayi má ɖò ganjí à ɔ́‚ lanmɛ mìtɔn lɔ́ɔ nɔ ɖò ganjí ǎ.
Heureusement qu’on peut prévenir dommages au foie en veillant à la qualité de notre alimentation.	1581- Nǔ wɛ nyɔ́ nú mǐ bɔ mì hɛn ɔ́ mì ná cɔ́ ayi mitɔn gbɔn nǔ è mì nɔ ɖù lɛ́ɛ gblamɛ.
Cet article rassemble quelques informations utiles pour y arriver.Le foie est une glande située dans l’abdomen et qui joue des rôles de stockage, d’épuration et de synthèse.	1582- Wěmá klewun élɔ́ hɛn nǔ tají è mì ná tuun ɖò ali nɛ́ xò é. Ayi ɔ́ fíjó nɔ́ nɔ̀ ajajamɛ sín fínɛ́ lɛ́ɛ‚ é nɔ hɛn nǔ ‚ é nɔ xwí nǔ bó nɔ lɛ́ sɛ sin xwè nú nǔ.
Il est constamment sollicité dans une journée.	1583- È nɔ zán ɛ́ titewungbe ɖò keze zán ɖokpó mɛ̀.
Le Bénin obtient tout de même un petit point pour marquer à la culotte le premier du groupe L, le Nigeria, à nouveau tenu en échec par un nul à Freetown (0-0).	1511- Benɛ ná yí kɛ́n ɖokpó hwenu è ná xò bɔlu xá nukɔntɔ́ gbɛta L tɔn é ‚ Awɔnlin ée má kpé ɖɔ ɖě wú bó dó ɖò Freetown ǎ é (0-0).
Les Nigérians ont désormais 8 points, soit un de plus que les Béninois.	1512-  Awɔnlin nù lɛ́ɛ ɖó kɛ́n 8 bó hú Benɛ tò mɛ̀ nù lɛ́ɛ kɛ́n ɖokpó.
Pour aller à la prochaine phase finale de la CAN, les deux premiers de ce groupe doivent réussir leurs prochaines sorties.	1513- Bó ná dó yì akpáxwé fúfónu CAN ɔ́ tɔn ɔ́‚ yemɛ we è nukɔn ɖò bɔlu xixo gbɛta ɔ́ mɛ̀ lɛ́ɛ ɖó ná tɛnkpɔn bɔ bɔlu xixo è jǎwe nú yě ɔ́ lɛ́ɛ ná kpà yě.
Le match Bénin-Nigeria s’annonce donc très décisif pour les deux équipes.	1514- Hǔn bɔlu xixo ɖò Benɛ-Awɔnlin tɛntin ɔ́‚ ká ná ɖa bɔ agbǎn ná kán wɛ.
Il faut retenir que depuis l’appel de l’Organisation mondiale de la santé sur cette épidémie comme urgence sanitaire, le gouvernement du Bénin a pris des mesures adéquates pour y faire face.	1515- Sín hwenu gbɛta kplékplé ée nɔ kpénúkún dó lanmɛ ná nɔ ganjí wú ɖò gbɛ ɔ́ mɛ̀ ɔ́ ko ké ɖɔ azɔnkwín ɔ́ fyan mɛ ɖò lanmɛ ná nɔ ganjí lí nù ɔ́‚ acɛkpìkpà Benɛ tɔn ɔ́ já fla ɖěbǔ ǎ.
En présence de sa colistière Mariam Chabi Talata, son épouse et ses deux enfants, mais également de nombre de ses collaborateurs, ministres et membres du cabinet présidentiel, le président sortant a tenu en haleine le public présent dans la salle mais aussi en dehors.	555- Mɛ è bɔ̀ dó wǔ tɔn bó ná nɔ̀ webɔ webɔ xɛ́ɛ bó ná yì sɔ́mì sɔ́mì ɔ́‚ Mariam Chabi Talata ɖò fínɛ́‚ asì tɔn kpódó vǐ tɔn we lɛ́ɛ kpán ɖò fínɛ́‚ mɔ̌ ɖokpó ɔ́ azɔ̌ gbɛ́ tɔn lɛ́ɛ‚ gǎn-hɔn-yì-tɔ́ tɔn lɛ́ɛ kpódó mɛ ée nɔ́ wà azɔ̌ ɖò tògán gbásá xɛ́ɛ lɛ́ɛ é lɔ́ɔ ɖò fínɛ́‚ tògán ɔ́ ɖɔ̀xó xá togun è wá kpé é lɛ́ɛ é.
Le cours durera plus de deux heures sans interruption.	556- Nǔkplɔ́mɛ ɔ́ hú gàn xixo we jɛ́jí má nɔ́ tè.
Il faut dire que Patrice Talon voulait à tout prix convaincre son auditoire mais surtout un étudiant en particulier, Marzouk, celui-là même qui planta le décor du cours par ses questions posées au président.	557- Mì ná ɖɔ̀ ɔ́‚ Patrice TALƆN jló ɖɔ̀ xó tɔn ní sɔ̀gbè dandan ɖò mɛ ée ɖò tó ɖó è wɛ̀ lɛ́ɛ sín núkún mɛ̀ ɖò tají ɔ́ kplɔ́n yì jǐ alà vɔ̀ ví Marzouk‚ ée kàn nǔ byɔ́ bó dó hùn nǔ sín Nǔkplɔ́nmɛ ɔ́ nù é.
Joueurs et encadreurs techniques recevront régulièrement leurs salaires.	1635- Bɔluxotɔ kpódó mɛ ée nɔ kpénúkún ye wú kpán lɛ́ɛ bǐ ná nɔ yí sùnzán fó kwɛ.
Ce qui va conduire les clubs à se professionnaliser.	1636- É ná zɔ́n bɔ nyɔwa bɔlu xò gbɛta lɛ́ɛ tɔn ná jɛji.
Il y aura une forte animation des ligues professionnelles, des championnats amateurs et du sport féminin.	1637- Bɔlu xixo sukpɔ din‚ mɔ jɛn è nyí nú lɔn yì jǐ lɔn fɔn kàn sunnu tɔn kpódó nyɔnu tɔn kpán ɔ́ nɛ́.
Ainsi, les entreprises pourront avoir une meilleure visibilité.” En clair, il s’agit de créer les conditions de développement d’un business des sports au Bénin.	"""1638- É nyí mɔ̌ ɔ́‚ è ná mɔ núkún nú jɛ azɔxwé lɛ́ɛ wú"""". Ɖò klewun mɛ̀ ɔ́‚ è ná gbàkún nú lɔn yì jǐ lɔn fɔn kàn ɔ́ ɖi azɔ̌ ɖɔhun ɖò Benɛ."""
C’est une période qui n’est pas toujours facile à vivre pour les femmes.	1639- Hwe é nɛ́ nú nɔ vɛwu nú nyɔnu lɛ́ɛ.
Selon l’OMS, “les symptômes courants sont des bouffées de chaleur et une sécheresse vaginale.	"""1640- Nu OMS ɔ́‚ """"wuntun è è nɔ yawu mɔ é wɛ nyí ɖɔ zozo nɔ gblɔ́ yě bɔ nyɔnu xwé yetɔn nɔ xú."""
La fermeture des lieux de culte est en vigueur depuis le 22 mars.	777- È sú sinsɛnnuwatɛn lɛ́ɛ sín azǎn 22ɔ́ xwèjísùn ɔ́ tɔn ɖokpóo.
Initialement prévue pour deux semaines, elle a été prorogée jusqu’au 19 avril.	778- Sùn we wɛ è ná ɖayǐ ‚ din ɔ́ è dlɛn kàn ná káká yì azǎn 19ɔ́ lidósùn ɔ́ tɔn gbè.
Les chrétiens ont ainsi vécu la période pascale loin de leurs églises et temples.	779- Klisanwun lɛ́ɛ xò Pasikwa sín hwenu ɔ́ zlɛ má lya yɛhwenɔ xwédó yetɔn lɛ́ɛ kpódó goxɔ yetɔn lɛ́ɛ kpán.
La nouvelle prorogation de la fermeture des églises, mosquées, temples et couvents affectera particulièrement les musulmans.	780- Kàn è è lɛ́ gbɛ dó amisa xwé lɛ́ɛ‚ sɛkpetɛn lɛ́ɛ‚ goxɔ lɛ́ɛ kpódó hùnkpámɛ lɛ́ɛ kpán súsú nù ɔ́‚ ná xò flógò malɛnu wú alɔkpa vò.
La communauté islamique débutera son mois de ramadan la semaine prochaine.	781- Malɛnu lɛ́ɛ ná bɛ́ nublabla aklunɔzangbla ée jǎwe ɔ́ mɛ̀.
Elle sera privée de ses prières collectives qui font habituellement affluer les fidèles dans les mosquées.	782- Yehwe xà dó kpɔ́ ée gblamɛ agùn ví lɛ́ɛ nɔ́ kplé ɖè ɔ̀ ɖě ná tîin ǎ.
A la date du 17 avril, le Bénin présente un bilan de 35 cas de coronavirus.	783- Ɖò azǎn 17ɔ́ lidósùn ɔ́ tɔn gbè ɔ́‚ Benɛ xlé ɖɔ mɛ 35 wɛ́ bɛ́ azɔnkwín kolonâ ɔ́.
18 patients sont guéris.	784- Azɔn gbɔ nú mɛ 18.
Ensuite, il sera réalisé la scénographie intérieure du musée.	31- Bɔ̀déwú ɔ́‚ è ná gbá kanwuntátábíblótɛ̀n dó fɔ̀wátɛ́-xwé ɔ́.
Cette dernière retracera toute l’histoire de l’esclavage.	32- Xɔ̀ gudo tɔn nɛ́ è è gbá é ɔ́ ná ɖè hwenuxó kannumɔnɔzɔ́ ɔ́ tɔ́n ɔ́ bǐ nyìte
Les travaux vont coûter 10 milliards francs Cfa et sont financés par la banque mondiale.	33- Azɔ̌ lɛ́ɛ bǐsésé ná xɔ̀ liva wǒ bɔ̀ akwɛ́sɛ́xwè zìnkàn dódó gbɛ̀ ɔ́ tɔn ɔ́ wɛ́ ná ná akwɛ́ mɔ̌wun.
Le fort Portugais a été construit en 1721.	34- Sɔ́jà Porgatomɛnu lɛ́ɛ sín fí è ye jɛ̀ agbàn dó ɖò Benɛ̂tomɛ ɔ́‚ è gbá ɖò xwè 1971ɔ́ gbè.
Elle regroupe une importante collection de la traite négrière.	35- Nǔ tají è kàn mɛwíjɔ́ é gege wɛ́ ɖémɛ̀.
Sa restauration avait été annoncée par le chef de l’Etat, Patrice Talon.	36- Tògán Patrice TALƆN ɖɔ̀ è ná lɛ́ vɔ́ gbá.
Il (le fort) accueillera les premiers biens culturels que la France restituera au Bénin dans un an .	37- Xɔ̀ è mɛ̀ yovo Pɔɔgatomɛ tɔ̀n lɛ́ɛ nɔ̀ bó wà gbɛtɔ́ jɔ́ ɖò tò mìtɔn mɛ̀ nɛ́ ɔ́ wɛ́ ná hɛ̀n tò dɔ̀kùn Benɛ̂ tɔ̀n è yovo flansê lɛ́ɛ ná jó nú Benɛ̂ tò ɔ́ ɖò xwè ɖokpó mɛ̀ dìn é.
Le moyen le plus simple pour limiter la propagation du coronavirus est le lavage des mains.	38- Wlɛ́nwín ée má vɛ́wǔ ɖěbǔ ǎ nú è ná lifìn gbò nú azɔnkwín kolonâ ɔ́ wɛ́ nyí alɔ kíklɔ́ ɔ́ nɛ́.
le ministre de la Santé, Benjamin Hounkpatin l’a rappelé ce 23 mars 2020 lors de la présentation des mesures prises par le gouvernement après les 3 nouveaux cas détectés au Bénin.	"""39- Gǎn-hɔn-yì-tɔ́ ée nɔ́ kpénúkún dó lanmɛ ná nɔ̀ ganjí wú ɔ́‚ Benjamin Hùnkpátín lɛ́ flín azǎn 23ɔ́ xwè 2020ɔ́ tɔ̀n‚ hwenu  è mɔ azɔnkwín kolonâ ɖò mɛ atɔn wú bɔ̀ é ɖò alɔ Benɛ̂ tò ɔ́ ná"
Boukoumbé a accueilli ce jeudi 11 juin 2020, le lancement de la campagne agricole 2020-2021 par le ministre de l’Agriculture, de l’élevage et de la pêche Gaston Dossouhoui.	40- Glèlílɛ́ sín nǔwíwá lɛ́ɛ́ ná bɛ́ ɖò tò mìtɔn mɛ̀ ɔ́‚ gǎn-hɔn-yì-tɔ́ ée nɔ́ kpénúkún dó glèlílɛ́‚ kanlin-nyìnyì kpódó hwèhùhù kpán wú é ‚ Gaston DÒSÚWÌ wɛ́ hùn nǔ sín nù ɖò Bukúnbè ɖò nyɔ̌nuzángbè azǎn 11ɔ́ ayidósùn xwè 2020ɔ́ tɔ̀n gbè.
Le thème central de cette édition est : “accès des produits agricoles au marché : défis et stratégies”.Ont aussi participé à ce lancement, la directrice de l’Agence territoriale de développement agricole (ATDA) pôle 3, Richicatou Salé, des membres d’une coopérative d’exploitants du bas-fonds et plusieurs autres acteurs du monde agricole.	"""41- Xótà è jí è sɔ́ nǔwíwá ɔ́ júnjɔ́n wɛ́ nyí """"wlɛ́nwín è è ná bà bɔ̀ nǔ è tɔ́n sín glèlílɛ́ mɛ́ lɛ́ɛ ná nyí sìsà dó axì mɛ̀ é"""". Ɖò nǔwíwá énɛ́ dòmɛ̀ ɔ́ nɔè Richicatou Salé‚ gǎn ée nɔ́ kpénúkún dó nǔkúndídó wú bó nyí kánɖó atɔ̀ngɔ́ɔ tɔ̀n ɔ́ ɖò fí nɛ́‚ gbɛ̌kplékplé ée nɔ́ kpénúkún dó lě è ná zán gbà mìtɔn lɛ́ɛ gbɔn é sín mɛ ɖélɛ́ɛ kpódó glè-xó-ɖɔ̀-tɔ́ ɖélɛ́ɛ kpán ɖò tɛ̀n ɔ́ mɛ̀."""
Le ministre a saisi l’occasion de son passage pour échanger avec une association de femmes transformatrices de fonio une céréale très prisée dans la localité.	42- Gǎn-hɔn-yì-tɔ́ gbɔn yɛ̀kàn nɛ́ ɔ́ mɛ̀ bó ɖɔ̀xó xá nyɔ̌nu lɛ́ɛ sín kplékplé gbɛta ée nɔ́ sɔ́ likún (fonio) dó bló nǔ tɛnmɛ tɛnmɛ ná lɛ́ɛ é.
Fermées en août 2019, les frontières du Nigeria ont finalement été rouvertes en décembre 2020, soit après 16 mois de blocage.	965- Ée è sú yě ɖò avùvɔsùn xwè 2019ɔ́ mɛ̀ ɔ́‚ tò dógbó Awɔnlin tɔn lɛ́ɛ wá nyí hùnhùn ɖó wǒsùn xwè 2020ɔ́ tɔn mɛ̀‚ sùnzán 16 gudo è è sú nǔ bǐ é.
Mais les échanges commerciaux n’ont pas pour autant repris systématiquement.	966- Amɔ̌ nǔ è kàn ajɔ wíwá lɛ́ɛ ká ko bɛ́ɛ toolo ǎ.
Les conditions d’un retour à la normale ont été discutées.	967- Lě è ná bló gbɔn bɔ nǔ lɛ́ɛ bǐ ná bɛ́ ɖò tò we lɛ́ɛ tɛntin ɔ́‚ ye lintamɛ déwú.
Le Nigeria reprochait au Bénin de favoriser la contrebande de marchandises.	968- Awɔnlin ɖò hwɛ dó Benɛ wɛ ɖó eyɛ nɔ kùn agban gblégblé byɔ́ Awɔnlin.
“Le bon voisinage est très important dans nos vies.	"""969- """" È ɖó ná nyɔ́ ɖò tò è lɛlɛ dó mɛ sí lɛ́ɛ ɔ́‚ nǔ tají wɛ nyí ɖò gbɛ zán mìtɔn mɛ̀."""
Le comité exécutif annoncera prochainement les dates de la phase finale et des matchs restants des éliminatoires.	848- Tutomɛ ée ɖɔ̀nǔ dó bɔlu xixo ɔ́ nú ɔ̀ ná wá kɛnu dó hwenu è bɔlu xixo ɔ́ ná bɛ́ ɔ́ wú.
A l’issue de sa réunion hebdomadaire du mercredi 19 août 2020, le conseil des ministres a autorisé la mise en oeuvre d’un projet de création d’une école spécialisée dans les métiers relatifs à la fibre optique au Bénin.	849- Ɖò kplé è è nɔ́ bló azǎn tɛnwe azǎn tɛnwe ɔ́ dòmɛ ɔ́‚ gǎn-hɔn-yì-tɔ́ ná gbè ɖɔ è ní sɔ́ tutomɛ ɖé ɖayǐ bónú è ná síxú gbá azɔmɛ xwé ɖokpó nú mɔkàn zɔ́ kplɔ́nkplɔ́n ɖò Benɛ tò mɛ̀.
La décision fait suite aux recommandations du conseil des ministres du 24 décembre 2019 et est soutenue par une étude de faisabilité réalisée dans la foulée.L’étude “a permis de faire une analyse précise des besoins et conditions de démarrage, notamment sur la base des attentes des entreprises du secteur des Technologies de l’Information et de la Communication (TIC), en matière de compétences dans les métiers de la fibre optique”, signale le compte rendu du conseil des ministres.	"""850- Gbetakɛ́n nɛ́ jɛ túnnú nú kplé è gǎn-hɔn-yì-tɔ́ lɛ́ɛ bló ɖò azǎn 24ɔ́ wǒsùn xwè 2019ɔ́ tɔn gbè é ; bɔ è hwɛ́n Awɔntin ayǐ bó mɔ ɖɔ nǔ nɛ́ ná nyɔ́. Awɔntin hwɛ́n ayǐ nɛ́ zɔ́n bɔ è tuun lě azɔ̌ ná síxú bɛ́ gbɔn lé ‚ bɛ́ ná nyí nyɔ̌na nú azɔxwé ée ɖò mɔzo kpódó mɔkàn kpán lí nù é (TIC) lɛ́ɛ é bɔ nyɔ̌wa yetɔn ná jɛ ajò""""‚ lě gbè ɖíɖó kplé yetɔn ɖɔ gbɔn é nɛ́."""
Maurice Thantan	853-
Au chapitre du bilan de l’organisation, le scrutin s’est déroulé sans grandes irrégularités selon les responsables de l’institution en charge de l’organisation des élections.	853- Ɖò fúfónu ɔ́‚ sɔ́mì sɔ́mì ɔ́ yì dó ganjí bɔ nǔ má jɛ gàn gbè ɖé tîin káká ɖé ǎ; lě nukɔntɔ́ tutomɛ sɔ́mì sɔ́mì tɔn lɛ́ɛ ɖɔ gbɔn é nɛ́.
“C’est vrai que nous avons eu quelques petites difficultés ici et là mais (…) ce sont quelques irrégularités qui n’entâchent pas la crédibilité du scrutin”, estime Geneviève Bocco Nadjo, vice-présidente de la Cena.	"""854- """"Nǔgbó wɛ bɔ wǔvɛ́ klewun klewun ɖé lɛ́ɛ tîin ɖò fí tɛnmɛ tɛnmɛ ɖélɛ́ɛ amɔ̌ (...) nǔ má jɛ gàn gbè ɖé lɛ́ɛ wɛ bó hɛn nǔ tí gblé ɖò sɔ́mì sɔ́mì ɔ́ sín wiwe wú ǎ"""" ‚ lě Geneviève Bocco Najɔ‚ gǎn bɔ dó gǎn wú Cena tɔn mɔ gbɔn é nɛ́."""
Les résultats connus mercredi Malgré un taux de réception des cantines évaluer à 80%, la commission électorale se refuse à avancer des résultats.	856- Kɛ́n sísɔ́ gbá ɔ́‚ ko wá CENA xwé yì 80% có ɔ́‚ CENA gbɛ́ ɖɔ émí kún ná ná kɛ́n ɔ́ ó.
Mais sa vice-présidente assure que, la compilation des chiffres évoluant plus vite que prévu, les résultats du scrutin seront connus en milieu de semaine avec une avance sur le calendrier initialement prévu : “Notre calendrier indique la date du 24 Mai mais je pense que nous aurons les résultats bien avant, mercredi au plus tard”.	"""856- Amɔ̌ gǎn bɔ́ dó gǎn wú ɔ́ ɖɔ kɛ́n xó kplé lɛ́ɛ ɖò yìyì hú ɖě ye lɛ́n gbɔn é wɛ. È ná ná kɛ́n ɔ́ ɖò we vlɔ́ ɖó aklunɔzangbla ɔ́ tɔn. """" Tutomɛ è mì sɔ́ ɖayǐ ɔ́ byɔ́ ɖɔ azǎn 24ɔ̀ nǔxwásùn ɔ́ tɔn mɛ̀ wɛ mì ná ná kɛ́n ɔ́‚ amɔ̌ nyɛ mɔ ɖɔ kɛ́n níná ɔ́ ná ko tɔn nɛ́‚ é lín din azǎngagbè ée jǎwe é """"."""
Interrogée sur des dénonciations de cas de fraudes faites sur les réseaux sociaux, la vice-présidente de la Cena a laissé entendre que la commission électorale n’a connaissance de ces éléments.	857- Ée è kàn nǔ nyɔ́ ɛ́ dó ajojijɛ ée tîin ɖò sɔ́mì sɔ́mì ɔ́ lí nù bɔ mɔkàn lɛ́ɛ ɖò lílá wɛ ɔ́ jí ɔ́‚ é ɖɔ CENA kún ɖó nǔ è wú é ná ɖó dó bó yígbè ná ɔ́ ɖě ó.
Pour soulager les différentes catégories socioprofessionnelles confrontées aux conséquences du COVID 19 et des restrictions, le gouvernement a décidé, comme vous le savez d’un ensemble de mesures sociales.	2186- Bó ná dó dalɔ tòví ée jó azɔ̌ yetɔn lɛ́ɛ dó bó wànǔ xwédó walɔ ɖagbe zínzán ɖò zali xá azɔnkwín Kovidi-19 ɔ́ lí nù ‚ lě acɛkpìkpà ɔ́ zɔ́n gbɔn é ɔ́‚ acɛkpìkpà ɔ́ sɔ gbetakɛn ɖɔ émí ná hɛnsɔ tòví nɛ́ lɛ́ɛ.
Elles s’élèvent à 74,12 milliards de FCFA et concernent plusieurs secteurs productifs.	2187- Akwɛ è é sɔ ɖòtè ɖò ali nɛ́ ɔ́ nù ɔ́ ná yì liva 74‚12 Cfa.
