fr	bbj
La Direction de la Sécurité Présidentielle et la Garde Présidentielle sont organisées par des textes particuliers.	Mkéywə́ há mzhəŋ nə́ pá' dyə̂ fà' tâdyə̌ mpyáp Dôgùŋ pú a m mə́kù' Dôgǔŋ gɔ ghiŋ lə.
TITRE DISPOSITIONS PARTICULIERES ET FINALES.	MJYƆJɄ̀M KWƏ́TƏ̀
Les avantages auxquels ont droit les responsables en service à la Présidence de la République sont fixés par des textes particuliers.	Mpefa' myə mghɛ fà' Nə̀mò gǔŋ dzʉ́ á bə́ pú cəŋtə və́ ntʉ́m mkéywə́.
Sont abrogées toutes dispositions antérieures contraires notamment celles du décret n° 98/273 du 22 octobre 1998.	Gùŋ mcò' myə́ pú ntʉ́ dzə̂ yə batə 98/273 tyə̂' 22 nə́ Dzʉ̂mkǒ 1998.
Le présent décret sera enregistré publié suivant la procédure d’urgence puis inséré au Journal Officiel en français et en anglais.	Pú gɔ lwɔ' mcò' mɔ̌ nə́ŋ ləgú' cya nə̂ cyə́ mcùŋ nə̂ flaŋsí gə glísì.
Yaoundé le 09 décembre 2011Le Président de République(é) Paul BIYA.	Yawùdè 09 Fû'bvʉ̀ 2011, Dôgùŋ Paul BIYA.
Au centre de leur échange la vision d’un centre d’excellence d’oncologie au Cameroun.	Wáp kə ghɔ̂m nwə nə́ nə́ cwɔ̂' tsʉ̂' (dɔ́ktà) cyò nə bá kwʉícu'.
A l’initiative et sous le Haut patronage de SEM.	Nə̂ mbǔ SEM.
L'entretien s'est déroulé en présence de Séraphin Magloire Fouda ministre secrétaire général adjoint de la Présidence de la République.	 Kwîpû Ŋwâlǎ' Dwɔ̀'càm lâlǎ'á Nəmo gǔŋ kə̂ bə́ sí .
Le Ministre Secrétaire Général de la Présidence de la République Ferdinand NGOH NGOH a reçu en audience au nom du Chef de l’Etat SEM Paul Biya.	Ŋwâlǎ' Dwɔ̀'càm lâlǎ'á Nəmo gǔŋ Ferdinand NGOH NGOH píŋ yɔ̂ nə̂ tsǒ Dôgùŋ Paul BIYA
M Gregor BINKERT Directeur des Opérations de la Banque mondiale au Cameroun.	Tá Gregor BINKERT Tâdyə̂  dê mzhyə ŋkáp tsʉ' dwɔ̀k ŋkapə́ dəmca'á yə â bə Kamərun lə.
Au menude leur échange l’état de la Coopération entre le Cameroun et la prestigieuse institution financière internationale.	wáp kə ghɔ̂m nwə nə́ bʉɔ̂ mfà' Kamərun pú a tsʉ' dwɔ̀k ŋkapə́ dəmca'á.
Monsieur le Président de la Confédération.	Tá Tâdyə̂ mtamtə mcǔtə̀.
Décret N° 2014/222 du 20 juin 2014 portant nomination du Directeur Général de la société Cameroon Airlines Corporation (CAMAIR -CO).	Mcò' bàtə̀ 2014/222 tyə̂' 20 nə́ Dzʉ̂bvù 2014 nə ŋké tâdyə̌ lâ'lǎ'á Cyə́ fà' Kamərun ɛrlinə kɔrporasiɔŋ.
"Celle -ci est ""un Etat unitaire décentralisé."	Yə̌ŋ bə́ ta' guŋ ntàmtə̀.
"Elle est une et indivisible laïque démocratique et sociale""."	Yə̌ŋ bə́ ta' guŋ ntàmtə̀ gùŋ mcò' gùŋ cə̂ŋ pəpúŋ mònə̀ŋ.
La devise de la République du Cameroun Paix - Travail -Patrie.	Nə́ tɔ̂m Kɛmərun bə: Bwânyə́- Fà'- Kùŋnyə̀ cá'.
Les autorités chargées de diriger l'Etat tiennent leurs pouvoirs du peuple par voie d'élections au suffrage universel direct ou indirect.	Pəlá' cyə mnə̂ sà'nyə dəŋdeŋ kə gɛ̌ lə̂ cí mkám gùŋ nə́ŋ címẅáp.
L'âge légal du vote est de 20 ans.	Gu' dzʉ́ nə gə sà'nyə̌ bə gɔpna yáp nə̂ gù' 20.
Elle consacre ainsi les principales institutions de l'Etat.	Â h́á pó'o gu'ú bí  mtsʉ' mfà' gɔ̂pna'.
Loi N°96/06 du 18 janvier 1996 portant révision de la Constitution du 02 juin 1972.	Mcò' batə 96/06 tyə̂' 18 nə́ ŋkə̂mghə̌ 1996 nə dzə́tə́ mcò tyə̂' 02 nə̂ fə̀fə̀ 1972.
"Il affirme ""sa volonté inébranlable de construire la patrie camerounaise sur la base de l'idéal de fraternité de justice et de progrès""."	"Ě gə́ "" ê gɔ té gú' kwə́ gùŋ Kamərun nə̂ kùŋnyə́ nyə́nyɔ́ gə fà' nə sé."
Les principes suivants sont solennellement affirmés.	Mnə́ pə̂ pɔ sîsǐ bə pú píŋ dəmsim.
Tous les citoyens sont tenus de participer chacun en proportion de ses capacités aux charges publiques.	Gùŋ pəlá' wɛ́ gɔ tʉ́ pú nə̂ mfà' gùŋ; bǎyálə́ mo lə nə̂ dəŋ mŋàknyə myə́.
Ils doivent aussi contribuer à la défense de la patrie.	Wáp gɔ kwítə́ yáp nə́ pyáp gùŋ.
Le Cameroun est situé en Afrique Centrale au fond du golfe de Guinée.	Kamərun bə Gùŋ cicə̀ Afrika, ntʉ́m Gɔlfə Gine.
Ensuite viennent des villes comme GAROUA BAFOUSSAM MAROUA BAMENDA qui sont d'importants centres urbains.	 Pú pîŋ jɔ́ mdók pá Garwà Fʉ̂'sàp Marwà Bamɛnda pə́ mtsʉ' dók gʉə́.
POPULATIONLe Cameroun compte 240 ethnies réparties en trois grands groupes (Bantous Semi -Bantous Soudanais) et correspond à 240 langues nationales.	Pəla: Kaməlûn bə ǎ ghə mkɔ 240 bə mkɔ bɔ́ɔ ghàtə nə̂ zhyə tá(Baŋtu,Səmi Baŋtu Sudanɛ), pú a 240 mghɔm gùŋ.
LANGUESLe français et l’anglais sont les langues officielles elles sont parlées respectivement par 70 % et 30 % de la population.	Mghɔ̀m: fraŋsí gə́ grisì bə mghɔm gɔpna'; pə ghɔm fraŋsí pə̂ 70%, pə ghɔm grísì pə 30% nə̂ poá Kamerun .
L’Espagnol et l’Allemand sont également connues par de nombreux citadins.	 Pə cwə dɔ̀kɔ́ bə wáp piŋ zhyə́ ba ɛspanyɔl pû jǎmâ.
RELIGIONSLe Cameroun est un état laïc.	Nə́ píŋ sǐ: kamerun gùŋ pə pîŋ cîcǐ msí.
Deux principales religions y sont le Christianisme et l’Islam.	Pə kritɛ pú a pə kàm thə́ sí bə wáp yɔ́m.
On note aussi la pratique de l’Animisme par de nombreuses populations.	Pə pîŋ sî tota'thə́ pə bə wáp ná' jɔ́m.
FETESFêtes Vendredi Saint Pâques Ascension Pentecôte Assomption Noël fin de Ramadan fête du mouton.	MSƐ́NYƏ̀: Fradɛ dɔ̂lɔ̌ Paska Asaŋsiɔŋ Asɔmsiɔŋ Noɛl Ramadaŋ tabaski.
Fêtes Jour de l’An fête de la Jeunesse (11 Février) fête du Travail le 1er Mai Fête nationale le 20 Mai.	MSƐ́NYƏ̀: Də̀ŋdzə tyə̂' nə̂ gù' Sɛnyə pə̂khûsə̀m ( tyə̂' 11 nə́ Sɔ̂gwîŋ) Sɛnyə́ Fà'(tyə̂' 01 nə́ Sûnè) Sɛ́nyə̀ gùŋ (tyə̂' 20 nə́ Sûnè).
Climat et météo: Bonnes et mauvaises saisons.	Mcwə̀ dzʉ̌: mkàp pəpúŋ pú a mkàp cwəpùŋ.
La saison sèche se situe de novembre à avril.	Kap lə̌m fə́ nə́ Fə̂nàm kəm nə̂ Dzə̂tsə́.
La Région de l'Adamaoua Capitale Ngaoundéré 681 362 hbts 63 701 km2 Nombre de 05 107 hbts/km2.	Ghə̌ŋlá' Adamáwà, Tsaə Ngawundere 681 362 pɔ̀mnə̀ŋ, 63 701 km2 pú a 05 107 pəcwə̂ nə́ km2.
La Région du CentreCapitale Yaoundé 2 272 259 hbts 68 953 km2 Nombre de 10 3296 hbts/km2.	Ghə̌ŋlá' cìcə̀, Tsaə Yawunde Ghə̌ŋlá' Adamáwà, 2 272 259 pɔ̀mnə̀ŋ, 68 953 km2 pú a 103 296 pəcwə̂ nə́ km2.
Aspects Cette Région qui abrite la capitale politique du pays offre aux visites plusieurs formes d'attractions.	Mtìŋ: yəŋ ghə̌ŋlá' bə tsaə sâ' gùŋ, ntîntǐ tsə́ tsyə pə́ pú kə́ka jɔ́ a pə́ sí.
La visite de la réserve forestière d'Ottomo (Ngounou).	Kə́ka vǒ Otomo( Ngumu).
La Région de l'Est Capitale Bertoua 711 651 hbts Superficie: 109 002 Km2 Nombre de 04 653 hbts/km2.	Ghə̌ŋlá' Ntə̂mnàm, Tsaə Bɛrtua 711 651 pɔ̀mnə̀ŋ, 109 002 km2 pú a 04 653 pəcwə̂ nə́ km2.
Aspects Le visiteur pourra sillonner la vaste étendue de forêt qui couvre cette Région.	Mtìŋ: pə kəkǎ fíŋ nə́ ghìŋtə jɔ́ mvó myə â bə́ ntʉ́m yə bɔ́ɔ ghə̌ŋlá' lə.
La Région de l'Extrême -NordCapitale Maroua 2 553 389 hbts 34 263 km2 Nombre de 06 7452 hbts/km2.	Ghə̌ŋlá' Təzhəŋkà'; tsaə Marua, 2 553 389  pɔ̀mnə̀ŋ, 34 263 km2, 06 7452 pəcwə̂ nə km2.
On trouve de grands parcs - le parc national de Kalamaloué à Kousseri - le parc national de waza à waza -le parc national de Mozogo Gokoro à Koza.	Pú ŋkó jɔ́ mvó mnɔ̀m bə ǎ yɔ́m: vǒ gùŋ yə Kalamalué Kuseri; vǒ gùŋ yə waza,  vǒ gùŋ yə Mozogo Goroko koza.
La Région du Littoral Capitale Douala 1 861 463 hbts 20 248 km2 Nombre de 04 9193 hbts/km2.	 Ghə̌ŋlá' kə́ŋshyə, tsaə Duálá 1 861 463 pɔ̀mnə̀ŋ, 20 248 km2, 04 9193 pəcwə̂ nə́ km2.
C'est une région propice au tourisme balnéaire.	Â bə́ ghə́ŋ lá' bə ǎ pùŋ nə̂kə́lə́ pú fíŋ nə́ kə́kà kə̌ŋshyə.
La Région du NordCapitale Garoua 1 145 038 hbts 66 090 km2 Nombre de 04 1733 hbts/km2.	Ghə̌ŋlá' zhəŋkà'; tsaə Garua, 1 145 038 pɔ̀mnə̀ŋ, 66 090 km2, 04 1733 pəcwə̂ nə km2.
Les principaux parcs nationaux de la Région - le parc national de la Bénoué - le parc national de boubandjida - le parc national du Faro.	Mvǒ mnɔ̀m pyə gʉ́ə́ ghəŋlá': vǒ gùŋ yə Benue; vǒ gùŋ yə bubaŋjida; vǒ gùŋ yə faro.
La Région du Nord -Ouest Capitale Bamenda 1 702 559 hbts 17 300 km2 Nombre de 07 9841 hbts/km2.	Ghə̂ŋlá' zhəŋkà' -bînàm: tsaə Bamɛnda 1 702 559 pɔ̀mnə̀ŋ, 17 300 Km2, pəcwə̂ nə km2 07 9841.
Aspects Zone de montagnes cette Région est une continuité de la Région de l'Ouest.	Mtìŋ : tsʉ' mkúŋ nə̂kə́lə́ ghə̂ŋlá' bɔ́ɔ bə́ pə pá' ghə̂ŋlá' Bînàm lə.
La Région de l'OuestCapitale Bafoussam 1 843 518 hbts 13 892 km2 Nombre de 08 1327 hbts/km2.	Ghə̌ŋlá' Bînàm, Tsaə Fʉ̂'sàp 1 843 518 pɔ̀mnə̀ŋ, 13 892 km2 pú a 081 327 pəcwə̂ nə́ km2.
La Région du SudCapitale Ebolowa 514 336 hbts 47 191 km2 Nombre de 04 109 hbts/km2.	Ghə̌ŋlá' Sîsǐ, Tsaə Ebolova 514 336 pɔ̀mnə̀ŋ, 47 191 km2 pú a 04 109 pəcwə̂ nə́ km2.
La Région du Sud -OuestCapitale Buéa 1 153 125 hbts 25 410 km2 Nombre de 06 4538 hbts/km2.	Ghə̌ŋlá' Bînàm-Sîsǐ, Tsaə Buea 1 153 125 pɔ̀mnə̀ŋ, 25 410 km2 pú a 064 538pəcwə̂ nə́ km2.
LE TOURISME AU CAMEROUN Le Cameroun répond de loin aux envies et aux attentes des visiteurs.	KƏ́KÀ JƆ́ Kamərûn: Kamərûn tə̂ ják ywə́ yə pə́ pə kə́ka yɔ́ á pə́.
Le Cameroun privilégie la nature sauvage avec des phénomènes uniques au monde.	Kamərûn bə ě ghə yə cí é dô é dəmca'á nə́ pɔ́mtə mvǒ pú a mnɔm gó.
Donnant la possibilité de combiner à loisirs tourisme de plage et éco -tourisme.	A pə́ há gə́ pə kə́ka pə́ jú' pəpúŋ mkə́ŋshə pá' ba mntʉ̌m mvó lə.
Un volcan encore en activité dont la dernière irruption date de mars 2000.	Tsʉ' yə á jə gʉɛ́'nyə́ mɔk á lə̂ gʉɛ́'nyə́  zhɔ̀jʉ̀m mɔ̀kɔ́ nə́ Dzə̂tsə́ 2000.
Le site bénéficie d'une pluviométrie très élevée (plus de 15m) à Cap Debunscha.	Tsʉ' yə bə̌ŋ dú nə tə' Kamerûn ( bə́ à twɔ́k 15 m) á bə Kap Dibunsha
Le Tourisme culturel tire sa De la diversité présentée dans l'art de vivre le folklore la religion l'habitat et même la cuisine.	 Vəŋ Mtiŋ nə́ cwə́, nə pîŋ sǐ, və nə kwə́ mbà' ba nə nɛ cə̌ŋ né Nké pə kùŋ mkɔ.
Les cases Massa en forme ovale du Nord du pays sont uniques au monde.	Mpa' Massa dzə́ŋnyə̀ tsə̌ŋnyə́ ghəŋlá' zhəŋŋkà' tə̂ biŋ bə nə sɔm tsʉ' dəmcà'á pə́.
Le microclimat de Dschang offre l'un des meilleurs lieux de relaxation du Cameroun.	Cwə dzʉ̌ cɛ̀ gə gaə́ ǎ pə  tsʉ'  hwítə̀ yə̀ pəpúŋ Kaməlûn.
Le Président de la République est la clé de voûte du système politique camerounais.	dôgǔŋ bə́ ŋkî nə sá' pə kamərun.
Chef de l'Etat il incarne l'unité nationale.	Dôgǔŋ bə́ ntàmtə̀ gùŋ.
Celui -ci comprend deux chambres.	Yə̌ŋ bə ě ghə mtwɔ́k pʉə́ə́.
Le Premier Ministre est le Chef du Gouvernement dont il dirige l'action.	Dəŋdzə ŋwâlǎ' bə dôgɔpna' nə́ŋ bə gə́ a ghi
La Constitution le charge de l'exécution des lois.	Ŋwà'nyə mcǒ' cwi gə́ é é ghə́ pú lwɔ́k mcò'.
1 FRF = 100 CFA (depuis le 12 janvier 1994).	1FRF bə 100CFA (tə fə́ tyə̂' 12 nə́ ŋkə̂mghě 1994).
1 Dollar = 50253 CFA (au 19 avril 2013).	1 dúla bə 50253 CFA ( nə́ 19 Dzə̂biyɛ́ 2013)
Formalités seul le vaccin contre la fièvre jaune est obligatoire au Cameroun.	Siàp yə pú gaə̂ guŋ pɔ awɛ́ swɔ́p ntʉ́m Kamərun á bə yə́ pɛ̀.
Le vaccin contre l'Hépatite B est conseillé.	Pû ntɔ́k pɔ gaə́ wáp swɔ́p siap Epatitə B.
Pour remplir les formalités de police vous devez présenter.	Mkətú' gɔ nə̂ pîŋ wɔ́ bə pǒ làtə̀:
la validité maximum d'un visa de tourisme est de trois mois avec plusieurs entrées et sorties.	Cúŋtə̀ nə ŋkó  ŋkə́ká ntʉ́m gùŋ gə mŋwə́ tá bə́ há zhyə̀ nə kó bíŋ ntə́m ntʉ́m gùŋ mcʉ́m mcʉ̂m.
Si vous comptez loger chez des amis il faut leur demander de vous fournir un certificat d'hébergement timbré et certifié conforme.	Po pə̂ gɔ cw:é dyə́ msǒ bə wáp gɔ há gə̌ pîŋ nə də́ wɔ́ pá' mghɔ páp lə.
Le Cameroun est engagé dans un ambitieux programme en vue de l’émergence économique à l’horizon 2035.	Kamerun bə ǎ sɛ́ nə́ŋ nyáptə mzhə̀ŋ nə gé tə fə́ tyə́' ɔ ŋwák nə̂ 2035.
Le Président de la République SEM.	Dôgùŋ SEM.
L’émergence requiert aussi une ouverture vers des partenaires et des investisseurs étrangers disposés à accompagner notre développement.	Gǔŋ gɔ nə̂ ghé bə ǎ ghə pá' pə́ pɔ̀ dyə̀' pyə wáp kùŋ á fíŋ nə́ sɔ̀' níŋ ŋkáp yáp nə gə pə ghɔ̂ dzə lə.
Les grands projets structurants dont les travaux sont en cours d’exécution à travers le pays en constituent les leviers essentiels.	Mkà'nyə fà' myə pú ntó' nə́ ghə á gɔ ntʉ́ ntə́m nə̂ gùŋ.
Ces grands secteurs sont porteurs d’avenir pour la jeunesse et pour le pays dans l’ensemble.	Mfà' mɔ̌ gɔ kwítə́ mghɛ msə̀m pú a gùŋ awɛ́.
Ils se résument en quatre (04) pôlesd’activités économiques.	Á bə ǎ cú'tə́ nə́ mzhə̀ŋ nə sé ŋkáp mápfʉə̀:
Le pole agricole et environnemental.	Zhə̀ŋ nə́ tsʉ̂' gǒ.
la protection de l’environnement.	Zhə̀ŋ nə́ pɔ̂m tsʉ cwə̂.
la préservation des écosystèmes.	zhə̀ŋ nə́ pɔ́mtə̀ mvǒ.
la révolution agricole avec l’avènement de l’agriculture de deuxième génération.	Nə́ tsʉ̂' gô gɔ  nə̂ ghê cyə m nə́ cî nə́ tsʉ̌' gô batə zhəŋ bʉə́ə́.
Le pole industriel de production et de transformation.	Zhə̀ŋ nə́ lə mə̂séŋ nyaptə biŋ buɔnyə.
la construction des centrales thermiques.	Né Kwə́ Msaŋtralə Tɛrmik.
la construction des barrages hydroélectriques.	Nə́ nyaptə cə́nyə̀ nə̂ shyə a zhʉ́a há mɔ́k dɔ́k.
la création et la gestion des PME -PMI.	Nə́ tʉ̂ biŋ dé zhə̀ŋ pə PMI-PME.
Le pole de services et des nouvelles technologies.	Zhə̀ŋ mtsʉ' fà' pú a mcyə́ cyànyə̀ biŋ dányə̂ sə́.
Le relèvement du niveau d’infrastructures de routières ferroviaires maritimes etc.	Nə́ nyàptə̀ m mə̂zhyə sǐ,mə̂zhyə mtiɔ̌, mə̂zhyə shyə...
L’amélioration de structures sanitaires et hospitalières.	Nə́ tʉ̂ pǔ nə́ mlɔ̌ktà pú a mtsʉ' mghɛ gho.
Le développement de l’éducation de base.	Nə ghə gə́ tsʉ' zhí'tə̀ mzhəŋ dyə̂ pʉɔ̌, dyə̂ tɔ̌m gə́ dyə̂ bvù ghé.
L’augmentation de l’offre de communication sociale et téléphonique (fixe et mobile).	Nə́ ghə gə̂ cyànyə̀ cìcə̌ lâ'lǎ'á ghé.
Une gestion saine et rigoureuse des finances publiques.	Nə́ sîm ŋkáp gùŋ tə fǔ.
La poursuite de la lutte sans merci contre la corruption et les détournements des deniers publics.	Nə́ tê lwɔ̀kɔ́ tsə́ pə lə fǔ sím ŋkáp gùŋ.
la construction des centrales thermiques.	Né Kwə́ Msaŋtralə Tɛrmik.
Depuis les années 90 le secteur privé est devenu le moteur de l'économie au Cameroun.	Tə fə́ nə́ mgù' 1990, pə fà' dǒ pú nê gə gaə̂ Kamerun ghé.
Dans tous les cas elle bénéficie de la pleine protection du droit camerounais.	Â tsʉ pè nə̂ mcò' Kamerun.
Il leur délivre à cet effet tout document administratif requis.	A pə́ há bǎ yá cúŋtə̀ gɔ̂pna' lə́ yə á gɔ kwʉítə́ wáp lə.
Ministère chargé des Relations avec le Commonwealth.	Wə́ Ŋwâlǎ'á yə ê fa' pú a Kɔmɔnwɛlf lə.
Ministère chargé des Relations avec le monde islamique.	Wə́ Ŋwâlǎ'á yə ê fa' pú a pə ŋkam thə́ sí lə.
Ministère des Relations Extérieures.	Wə́ Ŋwâlǎ' ŋkà' yə ê fa' pú a mgùŋ dyə̀' lə.
Ordre des Experts Comptables du Cameroun.	Mtàmtə pə lə və sɛ́ ŋkâp gùŋ.
Ordre des Avocats du Cameroun.	Mtàmtə pə twɔ̂shɛ Kamərun.
Groupement Inter patronal du Cameroun.	Cútə̀ mtǎdyə́ Kamərun.
Chambre de Commerce d'Industrie des Mines et de l'Artisanat du Cameroun (CCIMA).	Cútə̀ mtʉ̂fà' Kamerun.
Mouvement des Entrepreneurs du Cameroun (MECAM).	Cú'tə̀ pə tʉ́ fà' Kamərun
Entreprises du Cameroun (E CAM).	Mtsʉ' fà' ntʉ̂tʉ̌ Kamərun.
Agence de Promotion des Investissements (API).	Tsʉ' nə má' gə̌ŋnyə́ mtʉ̌fà'.
Agence de Promotion des Exportations.	Tsʉ' nə má' gə̌ŋnyə́ nə́ nə́ fiŋ tsə́ sim ntʉ́m mgùŋ dyə̀'.
A ce titre l'API est chargée notamment.	Â bə́ nə́ yə̀ŋ zhə̀ŋ API pə́ gɔ:
L'API assure en outre aux investisseurs les services publics ci -après.	Pə́ gɔ ŋkwítə́ pə ghə̀ ntwà nə́:
Email :Cette adresse e -mail est protégée contre les robots spammeurs.	Yə̀ŋ imê bə pú lə mlobo səpamɛ byáp.
Vous devez activer le JavaScript pour la visualiser.	pǒ gɔ kwɛ' zhavascriot tə́ yɔ́.
/Cette adresse e -mail est protégée contre les robots spammeurs.	Yə̀ŋ e.mɛl bə pú lə mrobo spamør byáp.
Arrêté n° 004/CAB/PM du 30 décembre 2005 relative à l’application du Code des Marchés Publics.	Mcò' batə 004/CAB/PM tyə̀' 30 nə̂ Fʉ̂'bvù 2005 nə́ nə́ lwɔ̀' mcò' msim gɔ̂pna'.
LE PREMIER MINISTRE CHEF DU GOUVERNEMENT.	Dəŋdzə Ŋwâlǎ' Fo gɔ̂pna'.
