en	tsn
He would differentiate them from the advisors that he had from the DPE, which I knew his legal advisor and Thami Msomi as well.	O ne a ka ba farologanya le bagakolodi ba gagwe go tswa kwa DPE, ke ne ke itse mogakolodi wa gagwe wa semolao le Thami Msomi sentle.
Asked by Myburg, did he tell you who these unofficial advisors were? Nomachule responded, yes, he told me.	A botswa ke Myburg, o go boleletse gore bagakolodi b aba gagwe ba e seng ba semolao ke bo mang? Nomachule o fetotse ka gore, ee, o mpoleletse.
Myburg further asked, what did he say? to which Nomachule responded, he had responded, It was the Guptas.	Myburg o tswelela ka go botsa, o ne a reng? Mme Nomachule o ne a re, ke boGupta.
Ajay and his brothers which I don’t know all by name.	Ajay le barwarragwe ba ke sa ba itseng botlhe ka maina.
I am only familiar with Ajay more than the other ones.	Ke itse fela Ajay go feta tse ba bangwe.
Nomachule said that Malusi Gigaba had told her that the Gupta brother had advised him about work, about things that they were supposed to do.	Nomachule o rile gore Malusi Gigaba o ne a mmolelela gore barwa Gupta bam o gakolotse ka tirro, ka ga dilo tse ba ne ba tshwanetse go di dira.
She says she was told by her husband that the Guptas did not like then-Eskom-CEO Brian Dames and wanted him replaced.	A re o ne a boleletswe ke monna wa gagwe gore ba ne ba sa rate CEO ya Eskom Brian Dames e bile ba ne ba batla go mo ntsha.
She says this was just one of a number of appointments that Malusi was told to make.	A re se ke dingwe tsa bothapi tse Malusi a neng a bolelelwa go di dira.
He told me that the Guptas did not like him and he did not understand why they did not like him and I think they told him there would be a new restructuring, someone else will move to Eskom, then Brian Dames will leave and I did not know how the process would happen.	O ne a mpoleletse gore ba ga Gupta ba ne ba sa mo rate mme ga a mpolelela gore goreng ba sa mo rate mme ke akanya gore ba mmoleletse fa go tlaa nna le diphetogo tse di ntšhwa, mongwe o tlaa ya kwa Eskom, Brian Dames o tla tlogela mme ke ne ke sa itse gore go ne ga diragalang.
A few months later it happened.	Morago ga dikgwedi di le mmalwa go diragetse.
Nomachule says Malusi received cash, various gifts and benefits from the Guptas over the years including a BMW and millions of rands to pay for the couples 2014 wedding and honeymoon.	Nomachule a re Malusi o ne a amogela madi le dimpho tse di farologaneng go tswa kwa go ba ga Gupta mo dingwageng tse di fetileng, go akaretsa le BMW le dimilione tsa diranta go duelela lenyalo la balekane ba le boikhutso jwa fa ba sena go nyalana ka 2014.
She testified to seeing Malusi collecting bags of cash from the Gupta residence on a number of occasions, echoing the testimony of one of Malusi’s bodyguard in testimony to the commission.	O neetse bosupi fa a ne a bona Malusi a amogela mekotla ya madi go tswa go ba lelapa la ga Gupta makgetho a le mmalwa, o boeleditse bosupi jwa motlhokomedi wa ga Malusi kwa Khomišeneng.
State Capture Inquiry: Commission hears evidence from Nomachule Gigaba.	Khomišene ya dipatlisiso tsa bosenyi mo pusong, e reeditse bopaki go tswa go Nomachule Gigaba.
Nomachule Gigaba continues testifying at the State Capture Inquiry in Johannesburg.	Nomachule Gigaba o tswelela ka go neel bosupi kwa Khomišene ya Dipatlisiso tsa bosenyi mo pusong kwa Johannesburg.
The estranged wife of former Public Enterprises and Finance Minister, Malusi Gigaba, is giving the commission information about her husband’s dealings during his time in office.	Mosadi wa maloba wa Tona ya maloba ya Dikgwebo le Matlotlo a Setšhaba, Malusi Gigaba o neela Khomišene tshedimosetso ka ga ditiro tsa ga mogatse ka nako ya gagwe mo ofising.
She has told the State Capture Commission that her husband regarded the Gupta brothers as his unofficial advisors.	O boleletse Khomišene ya Dipatlisiso tsa Bosenyi mo pusong gore mogatse o ne a tsaya barwa Gupta jaaka bagakolodi ba gagwe ba e seng ba semolao.
Former cabinet minister Malusi Gigaba’s estranged wife, Nomachule, has told the State Capture Commission that a couple of months before her husband became Public Enterprises Minister in October 2010, he mentioned to her that Ajay Gupta told him that he would get the position.	Mogatse wa maloba wa ga Tona ya maloba ya Khabinete Malusi Gigaba, Nomachule, o boleletse Khomišene ya Dipatlisiso tsa Bosenyi mo pusong gore go dikgwedi pele ga mogatse e nna Tona ya Dikgwebo tsa Setšhaba ka Diphalane 2010, o umakile fa Ajay Gupa a molomile tsebe gore o ka bona maemo a.
Noma Gigaba took the stand after Commission Chair, Deputy Chief Justice Raymond Zondo, dismissed her husband’s application to prevent her from testifying.	Noma Gigaba o ne a tlhagelela morago ga gore Modulasetulo wa Khomišene, Motlatsa Moatlhodimogolo Raymond Zondo a ikgatolose kopo ya monna wa gagwe, go mo thibela gore a seke a neela bosupi.
Noma Gigaba received a summons to the inquiry after she declined to appear two weeks ago.	Noma Gigaba o ne a bidiwa kwa Khomišeneng ya dipatlisiso morago ga gore a gane go tlhagelela mo dibekeng tse pedi tse di fetileng.
Her lawyer Mpati Qofa read a letter by Gigaba where she raised her concerns about her treatment at the hands of the Commission evidence leaders, the contents of some of her submissions and her continued marital status.	Mmueledi wa gagwe Mpati Qofa o buisa lekwalo la ga Gigaba fa a ne a tlhagisa matshwenyego a gagwe mabapi le tsholo ya gagwe kwa baeteledipeleng ba Khomišene ba bopaki, diteng dingwe tsa ditlhagiso tsa gagwe le maemo a lenyalo.
Qofa says according to her client, parts of her affidavit to the Commission are inaccurate.	Qofa a re go ya ka mmuelelwa wa gagwe, o dirile phoso mo maikanong a gagwe kwa Khomišeneng.
Her husband, Malusi, tried stopping her from testifying, asking the commission to declare her affidavit inadmissible.	Monna wa gagwe, Malusi o lekile go mo kganela go neela bosupi, ka go kopa Khomišene go ikgatolosa maikano a gagwe.
However, the inquiry dismissed the bid and is due to hear his application to cross-examine Noma at a later stage.	Le fa go ntse jalo, kopo e ne ya seke ya sekegelwa tsebe le go utlwa ntlha ya gagwe ya kopo ya go botsolotsa Noma mo nakong e e tlang.
The State Capture Commission has rejected the application of former cabinet minister Malusi Gigaba that his estranged wife Nomachule’s affidavit be found inadmissible.	Khomišene ya Dipatlisiso tsa Bosenyi mo pusong e ganne kopo ya ga Tona wa maloba wa Kabinete Malusi Gigaba ya gore maikano a ga mogatse wa maloba Nomachule a ikgatolosiwe.
Malusi Gigaba’s lawyers had cited marital privilege as a reason why communications between the two should not be aired in public as well as the acrimonious nature of the couples on-going divorce proceedings.	Babueledi ba ga Malusi Gibaba ba umakile tshiamelo ya lenyalo jaaka lebaka le le dirang gore tlhaeletsano magareng ga bobedi jo e be e sa tshwanela go gasiwa mo pepeneneng gammogo le mofuta wa tlhalo ya bona e e santseng e tsweletse.
The former ministers lawyer Richard Solomons says Nomachule is a reluctant witness as summons have been issued against her to appear before the commission and that her testimony may not be accurate.	Mmueledi wa maloba wa ditona Richard solomons a re Nomachule ga a mo maemong a go paka jaaka gona le ditaelo kgatlhanong le ena go tlhagelela kwa Khomišeneng le gore bosupi jwa gagwe bo ka se ikanyege.
Malusi Gigaba’s bid to have proceedings in camera should Nomachule be allowed to testify was also rejected by Deputy Chief Justice Raymond Zondo.	Kopo ya ga Malusi Gigaba gore Nomachule a letlelelwego neelana ka bosupi e gannwe ke Motlatsa Moatlhodimogolo Raymond Zondo.
An application to cross-examine her will be held at another stage.	Kopo ya go mmotsolotsa e tlaa tshwarwa nako e e tlang.
Communications that took place between Mr and Mrs Gigaba within the marital privilege context should not be aired in public.	Ditlhaeletsano tse di diragetseng magareng ga rre le mme Gigaba mo teng ga lenyalo la bona, ga di a tshwanela go gasiwa mo phatlalatseng.
Nomachule Gigaba is currently testifying.	Nomachule Gigaba o neela bosupi gajana.
Summons were issued against her after she withdrew her scheduled appearance before the commission nearly two weeks ago, citing unhappiness with the conduct of the commission through her lawyers.	Ditsheko di ne di ne di lebane kgatlhanong le ena morago ga go ikgogela morago ka letlha le le beilweng la go tlhagelela kwa Khomišeneng dibeke tse pedi tse di fetileng, o tlhagisitse boitshwaro jo bo sa siamang jwa Khomišene mo babueleding ba gagwe.
She was expected to shed light on her estranged husband’s relations with the controversial Gupta brothers.	O ne a solofetswe go sedimosa ka ga kamano ya monna wa gagwe wa maloba le barwa Gupta.
The Guptas are accused of having influenced some state decisions and securing backroom deals at state-owned companies, among other claims.	Ba gaGupta ba latofadiwa ka ga tlhotlheletso e ban ang le yona mo ditshwetsong dingwe tsa puso le go nna le ditlamo tse kwa thoko mo ditheong tsa puso.
The ANC in the Eastern Cape believes the late party stalwart Steve Tshwete would have been disappointed with state of the sport in country, had he still been alive.	ANC kwa Kapa Botlhaba, e dumela gore moikanyegi wa lekoko moswi Steve Tshwete o ne a ka swaba nko go feta molomo ka ga maemo a metshameko mo nageng, fa a ne a santse a tshela.
Tshwete died on this day 19 years ago and the ANC in the province held a wreath laying ceremony in his honour.	Tshwete o tlhokafetse mo letsatsing le dingwaga di le some le borobongwe tse di fetileng e bile ANC mo porofenseng e mo beela dikgara go mo naya tlotla.
Mr Fix It, as he was affectionately known was the first Minister of Sport and Recreation in a democratic South Africa and was known for spearheading transformation in all sporting codes.	Rre Fix it (mosiamise), jaaka a ne a itsege thata, ke ena Tona ya Metshameko le Boitapoloso wa ntlha mo Aforikaborwa wa temokerasi e bile o ne a itsege ka go etelela pele le go tlisa diphetogo mo metshamekong.
ANC Eastern Cape Chairperson, Oscar Mabuyane, says Tshwete would definitely not be impressed with the quality of the national soccer team’s game.	Modulasetulo wa ANC kwa Kapa Botlhaba, Oscar Mabuyane a re Tshwete o ka be a sa kgatlhwa ke boleng jwa motshameko wa setlhopha sa bosetšhaba.
Definitely, his bones must be turning in his grave.	Ruri, mowa wa gagwe o tshwanetse wa be o sa robala.
You can’t have Bafana Bafana not qualifying in this day and age with all the resources that they are exposed to if you were to compare him with the team of 1996, says Mabuyane.	Ga go kgonege gore Bafana Bafana ba retelelwe gompieno le mo pakeng e ka didiriswa tsotlhe tse ba nang le tsona fa o ne o ka ba bapisa le setlhopha sa 1996, ga bua jalo Mabuyane.
The Tshwete family appreciated the ANC’s gesture.	Ba lelapa la ga Tshwete ba lebogetse matsapa a ANC.
I think my family, my son next to me is happy and we are all happy as a family, his widow, Pam Tshwete said.	Ke akanya gore ba lelapa la me, morwa wa me fa thoko ga me o itumetse e bile re itumetse rotlhe jaaka lelapa, motlholagadi wa gagwe Pam Tshwete o bua jalo.
ANC EC lays wreaths at Steve Tshwetes grave.	Ba lekoko la ANC ba baya dikgare kwa lebitleng la ga Steve Tshwetes.
His son, Mayihlome, added: It represents a great deal for the family, remember I was raised by a mother and a father who always tried to remind us that the ANC doesn’t owe you anything, the ANC is the means for you to serve the people so for the province to do this for us as a family and as a community even though we did not ask for it speaks to the great value that they saw in my father.	Morwa wa gagwe, Mayihlome, o gatisa ka gore: go kaya go le gontsi mo lelapeng, gopola gore ke godisitswe ke mme le rre yo a neng a sa kgale math emo ganong go re gopotsa gore ANC ga e kolote ope, ANC e raya gore o direla batho. Ka jalo, gore porofense e dire se mo go rona jaaka balelapa le baagi le fa e le gore ga re a le kopa, go bontsha boleng jo bogolo jo bo bonweng mo go rre.
The Premier and the chairperson spoke quiet eloquently about having to take some of the principles that my father represented and keep it going in this new generation.	Tonakgolo e bile e le Modulasetulo o buile ka tšhakgalo ka ga go sala morago melawana e rragwe a neng a tshela ka yona le go e tsweletsa go tswa tshikeng e nngwe go ya go e nngwe.
Tshwete was 63 at the time of his passing.	Tshwete o ne a na le dingwaga di le 63 ka nako ya fa a tlhokafala.
He was serving as Minister of Safety and Security under the Mbeki administration.	O ne a dira jaaka Tona ya Pabalesego le Tshireletso ka fa tlase ga tsamaiso ya ga Mbeki.
Tshwete spent 15 years on Robben Island, after being found guilty of belonging to a banned organisation.	Tshwete ntse dingwaga di le some le botlhano kwa Robben Island, morago ga go bonwa molato wa go nna moagi wa mokgatlho o ileditsweng.
Shortly after his release in 1978, he returned home and became a teacher until his was deployed to national government.	Ka bonakonyana morago ga go gololwa ga gagwe ka 1978, o ne a boela gae mme a nna morutabana go fitlha a thapiwa mo pusong ya bosetšhaba.
The late ANC MPL and activist Jacqui Mofokeng has been described as a champion of anti-women abuse campaigns.	Moswi e bile e ne e le mokgaratlhi wa ANC Jacqui Mofokeng o ne a le mampodi wa matsholo a tshotlakako ya basadi.
Mofokeng died at her home last week Thursday, a day after her daughter, Thato, succumbed to COVID-19-related complications.	Mofokeng o tlhokafaletse kwa legaeng la gagwe mo bekeng e e fetileng, letsatsi morago ga morwadie, Thato, a sena go tlhaselwa ke malwetse a a amanang le Covid-19.
