en	lug
Secondly, Habyarimana encouraged divisions within the other political parties causing them to split between their moderate and extremist wings.	Eky'okubiri, Habyarimana yafuba okuleetawo enjawukana mu bibiina by'obufuzi ebirala.
In the ensuing contest, the extremists joined Habyarimana while the moderates leaned to the Rwandan Patriotic Front.	N'ekyavaamu, bannalukalala abaali mu bibiina ebyo baasalawo okwegatta ku Habyarimana ate abo abaagala okukwata ebintu obulungi baanywerera ku RPF.
These contestations caused the failure to swear in the government of national unity on five occasions from December 1993 to April 1994 when Habyarimana was killed.	Emirundi etaano, embiranyi eyo eyaliwo yakaandaaliriza eky'okukwasa gavumenti ey'awamu obuyinza, era embeera yali bw'etyo okuva mu Ddesemba 1993 okutuuka mu Apuli 1994 Habyarimana bwe yattibwa.
Now, under the terms of the ceasefire, the Rwandan Patriotic Front had been made to withdraw from its occupied territories to its area before the May 1993 offensive.	Kati okusinziira ku byali mu bukwakulizo obw'okussa wansi eby'okulwanyisa, RPF yawalirizibwa okuva mu bifo bye yali ewambye n'eddayo mu bifo bye yalimu ng'okulwana tekunnatandika mu Maayi 1993.
The areas from which the  Rwandan Patriotic Front withdrew were declared a demilitarised zone under the United Nations which organised local elections.	Ebifo RPF mwe yava byalangirirwa nti tebirina kubaamu magye era nti byali wansi w'ekibiina ky'Amawanga Amagatte ekyategeka okulonda mu Rwanda.
Although all parties were free to participate, only the Republican Democratic Movement and Rwandan Patriotic Front fielded candidates.	Wadde ng'ebibiina byonna byali bikkirizibwa okwenyigiramu, ekibiina kya Republican Democratic Movement n'ekya RPF bye byokka ebyasimbawo abantu.
Rwandan Patriotic Front sent its Hutu leaders like Sendashonga, Bizimungu and Kanyarengwe to campaign on its behalf.	Ekibiina kya RPF kyasindika abakulembeze baakyo Abahutu gamba nga Sendashonga, Bizimungu, ne Kanyarengwe okukikubira kampeyini.
In a surprising and shocking turn of events,Rwandan Patriotic Front won all the local seats except for the top job of burgo master which was won by Republican Democratic Movement.	Ekyewuunyisa kiri nti ekibiina kya RPF kyawangula ebifo byonna okuggyako ekifo eky'oku ntikko ekyawangulwa ekibiina kya Republican Democratic Movement.
When a contingent of the Rwandan Patriotic Front military was sent to Kigali as agreed in Arusha, people lined up the streets cheering its entry.	Ababaka b'eggye lya RPF bwe baasindikibwa e Kigali nga bwe kyali kikkaanyiziddwako mu Arusha, abantu baasimba ku makubo ne babasanyukira nnyo.
These incidents changed the strategies of the architects of Hutu power.	Ebyo ebyaliwo byakiraga nti akakodyo Abahutu ke baali bakozesa kaali keetaaga okukyusibwa.
They had succeeded in creating a widely shared social consciousness among elites and even ordinary Hutu that the Tutsi have no right to rule in Rwanda.	Baali basobodde okuleetera Abatuusi ab'amaanyi n'aba bulijjo okulowooza nti Abatuusi tebaggwana kufuga Rwanda.
Short of genocide, their campaign to create a permanent wedge between Hutu and Tutsi would never succeed.	Baakiraba nti singa tewabaawo kittabantu, kaweefube gwe baaliko ow'okuleetawo enjawukana ez'enkalakkalira wakati w'Abahutu n'Abatuusi yali ajja kugwa butaka.
Therefore, genocide was not born of some entrenched hatred of Tutsi by Hutu.	N'olwekyo, ekittabantu tekyava ku kuba nti waaliwo obukyayi obwali buvudde edda wakati w'Abatuusi n'Abahutu.
If the architects of Hutu power were convinced that there was not a chance that Hutu and Tutsi would create an alliance, they would not have sought a “final solution.	Singa abo baali batumbula endowooza nti Abahutu be balina okufuga baali bakakafu nti Abahutu n'Abatuusi tebasobola kukola mukago, bandibadde tebasala ggezi ddala.
Why then did masses of ordinary Hutu civilians pick machetes to kill Tutsi who were their friends, neighbours and relatives?	Kati olwo lwaki Abahutu aba bulijjo bangi baakwata ebijambiya okutta Abatuusi abaali mikwano gyabwe, baliraanwa baabwe, era nga babalinako oluganda?
Many people believe that Hutu turned out in groups to kill Tutsi out of hatred.	Abantu bangi balowooza nti Abahutu bangi baasalawo okutta Abatuusi olw'okuba baabalinako obukyayi.
The architects of the genocide put a price on the head of any Hutu who did not participate which was DEATH.	Abaali emabega w'ekittabantu baagamba nti Omuhutu yenna ateenyigira mu kittabantu yali ajja kuttibwa.
Secondly, many Hutu were told that if Tutsi came, they would be exterminated.	Eky'okubiri, Abahutu bangi baagambibwa nti singa Abatuusi bajja, bajja kutta Abahutu babasaanyeewo.
So many Hutu joined the bandwagon in a perverted search for preemptive self defence.	N'olwekyo, Abahutu bangi baasalawo okwenyigira mu kittabantu nga balowooza nti beetaasa.
Therefore, genocide was not born of some entrenched hatred of Tutsi by Hutu.	N'olwekyo, ekittabantu tekyava ku kuba nti waaliwo obukyayi wakati w'Abatuusi n'Abahutu obwali buvudde emabega.
These subtle reasons never find expression in both the pro and anti Rwandan Patriotic Front literature largely because of the complexity of the problem.	Ensonga zino tezitera kwogerwako mu bitabo ebikwata ku Rwanda, naddala olw'obuzibu obw'amaanyi bwe zaaleetawo.
This background explains why it has been possible for Rwanda to achieve a large measure of reconciliation.	Okumanya ensonga ezo kiyamba mu kutegeera lwaki RPF esobodde okuleetawo okutabagana mu bantu bangi mu ggwanga.
It also sheds light on why Rwandan Patriotic Front has been able to consolidate itself in power.	Era kituyamba okulaba lwaki RPF esobodde okwenywereza mu buyinza.
Kagame can easily win a free and fair election in Rwanda in spite of being Tutsi in a major-ty Hutu electorate.	Kagame asobola bulungi okuwangula akalulu akategekeddwa mu bwenkanya n'amazima mu Rwanda wadde nga ye Mutuusi ate ng'Abahutu bangi mu ggwanga.
The death last week of the former Ugandan president Godfrey Binaisa marks the start of the end of an era in Ugandan politics dominated by politicians who were born in the early 1900.	Wiiki ewedde, okufa kw'eyaliko pulezidenti wa Uganda, Godfrey Binaisa, kwalaga nti ekiseera ky'abantu abaazaalibwa ku ntandikwa y'emyaka gya 1900 okwefuga eby'obufuzi bya Uganda kitandise okuggwaako.
The death in April 2007 of the Secretary for Defence, Brig. Noble Mayombo, should have attracted con-tinuous, hour by hour media coverage than the death of Binaisa.	Okufa kw'omuwandiisi w'ekitongole ky'eby'okwerinda, Brig. Noble Mayombo, mu Apuli 2007 kwandibadde kusikiriza nnyo emikutu gy'amawulire okusinga okufa kwa Binaisa.
He was shaped by most of the same upbringing, education, religion, ethnicity, professional career and attitude as most enlightened Ugandans who attained young adulthood between 1940 and 1950.	Alina bingi byafaanaganya n'abantu abaavubukira mu myaka gya 1940 ne 1950 gamba nga mu buyigirize, eddiini, obuwangwa, emirimu, n'endowooza.
This period was marked by young adults raised to aspire for formal, white collar, clerical jobs and a middle class lifestyle.	Abantu abaavubukira mu kiseera ekyo baakubirizibwanga kuluubirira mirimu gya ofiisi era egitali gya kukakaalukana nnyo.
The writing was on the cards after Tiger Woods’ confession of his series of extra marital relationships had damaged his relationship with his wife Elin Nordegren.	Kyeyoleka bulungi oluvannyuma lwa Tiger Woods okukkiriza nti yali yayenda era ekyo kyali kikosezza enkolagana ye ne mukyala we Elin Nordegren.
There was nothing left in Tigers’ relationship with his wife Elin, after Tiger woods’ extra marital relationships leaked in the media channels.	Enkolagana wakati wa Tiger Woods ne mukyala we Elin yali tekyasobola kutaasibwa, oluvannyuma lw'emikutu gy'empuliziganya egitali gimu okukitegeerako nti Tiger woods yali yayenda.
It was a tough time for Tiger Woods’, as he put his career on hold to rectify his error, and spent some time at a sex rehabilitation clinic.	Kaali kaseera kazibu nnyo eri Tiger Woods, kubanga yawummula omulimu gwe asobole okutereeza ebyasoba, era yamala ekiseera ng'abudaabudibwa mu ddwaliro erimu erikola ku nsonga z'okwegatta.
He also tried his best to repair the broken relationship with his wife Elin Nordegren.	Era yakola kyonna ky'asobola okuzzaawo enkolagana ye ne mukyala we Elin Nordegren.
The divorce settlement definitely made Elin richer by millions.	Ebyasalawo nga bagattululwa byafuula Elin nnagagga.
Tiger Woods and Elin Nordegren were always in favour of sharing their children’s custody.	Tiger Woods ne Elin Nordegren bombi baali bakkiriziganya n'eky'okugabananga abaana baabwe.
However, nothing was yet clear on this issue by August 24 when we went to press.	Naye tewali kyali kimanyiddwa ku nsonga eyo we twafulumiza amawulire nga Agusito 24.
Alfred North Whitehead said that words influence all causes, good or bad.	Alfred North Whitehead yagamba nti ebigambo bisobola okutereeza embeera oba okugisajjula.
An educated person can listen to another person's point of view without necessarily accepting it	Omuntu omuyivu asobola okuwuliriza omuntu omulala ng'awa endowooza ye ne bw'aba nga takkiriziganya nayo.
Aristole said there isn't a man who has the good forced upon him.	Aristole yagamba nti tewali muntu n'omu asobola kuwalirizibwa kukola kirungi.
Ambrose Bierce said to be ignorant of one's ignorance is the typical of the ignorant.	Ambrose Bierce yagamba nti omuntu atamanyi aba tamanyi nti tamanyi.
Amos Bronson Alcolt said one uses statistics as a drunken man uses lampposts for support rather than illumination.	Amos Bronson Alcolt yagamba nti omuntu akozesa ebibalo ng'omutamiivu bw'akozesa ebikondo by'ettaala okwewanirira so si okufuna ekitangaala.
Andrew Pudliner said justice is considered to mean equality for those who are equal and not for all.	Andrew Pudliner yagamba nti obwenkanya butwalibwa ng'omwenkanonkano eri abo abenkana naye si eri buli omu.
Aristole said it is the path of least resistance that makes rivers and men crooked.	Aristole yagamba nti okuyita awangu kye kireetera emigga n'abantu okwewetamu.
Bj Palmer said the only thing required for evil to triumph is for good men to do nothing.	Bj Palmer yagamba nti ekintu kyokka ekyetaagisa ebibi okuwangula kwe kuba nti abantu abalungi bagaanye okubaako kye bakolawo.
Castlevania said it is not the brains that matter most, but that which guides them.	Castlevania yagamba nti obwongo si kye kikulu naye ekibulungamya kye kikulu.
Dostoyevsky said he disapproves of what you say but he will defend to the death your right to say it.	Dostoyevsky yagamba nti takkiriziganya na by'oyogera naye ajja kulwana n'okufiirawo okukakasa nti toggibwako ddembe lyo kukyogera.
Evelyn Beatrice Hall said he who fights with monsters should look in that he himself does not be come one.	Evelyn Beatrice Hall yagamba nti oyo alwanagana n'agasolo ag'entiisa asaanidde okwegendereza aleme kugafaanana.
Friedrich Nietzsche said if he accepts you as you are, he will make you worse.	Friedrich Nietzsche yagamba nti singa akukkiriza nga bw'oli, ajja kukuleetera okwonooneka okusinga bw'oli kati.
Goethe said disobedience is the true foundation of liberty.	Goethe yagamba nti okujeema gwe musingi ogwa nnamaddala ogw'okufuna eddembe.
Henry David Thoreau said that one should not do anything by half.	Henry David Thoreau yagamba nti omuntu tasaanidde kukola kintu kyonna n'akikomya wakkati.
The Members of Parliament from Karamoja and human rights activists have accused the Uganda Peoples Defence Forces of killing civilians during the disarmament operations in Karamoja.	Ababaka ba paliyamenti ab'e Karamoja n'ebibiina ebirwanirira eddembe ly'obuntu birumiriza eggye lya UPDF okutta abantu aba bulijjo mu kaweefube ow'okuggya emmundu mu bantu mu Karamoja.
The Uganda Peoples Defence Forces defended itself by saying that the said civilians are armed warriors who have been killing soldiers.	Mu kwewozaako, aba UPDF baagamba nti abantu aba bulijjo be boogerako be bantu abalina eby'okulwanyisa ababaddenga batta abasirikale.
One of the Inter Party Coalition partners, Forum for Democratic Change, last week praised the Electoral Commission for doing a good job in the display of the national voter registers throughout the country.	Abamu ku abo abali mu mukago gw'ebibiina, aba FDC, wiiki ewedde baasiimye nnyo ekitongole ky'eby'okulonda olw'okutimba enkalala z'abalonzi okwetooloola eggwanga.
The Inspectorate General of Government, Raphael Baku, has asked parliament to enact a law that provides for a death sentence to convicted corrupt officials.	IGG, Raphael Baku, yasaba paliyamenti okubaga etteeka erisobola okuviirako omuntu alya enguzi okuwanikibwa ku kalabba.
Football began across the Atlantic Ocean in England during the early eighteen twenties.	Omuzannyo gw'omupiira gwatanda mu mawanga agali emitala w'Oguyanja Atlantic mu Bungereza ku ntandikwa y'emyaka gya 1820.
American Football, known simply in America as ‘football’, was invented with a mixture from both these games during the 19th Century.	Omuzannyo gw'omupiira ogw'omu Amerika gwatandikibwawo nga gutobese emizannyo eggyo mu kyasa ekya 19.
In 1820, students at a New Jersey college, currently known as Princeton University began kicking a ball around made from a blown up bladder.	Mu 1820, abayizi b'essomero lya New Jersey, kati eriyitibwa Princeton University, baatandika okusamba akapiira ke baali bakoze nga bafuuwa omukka mu nsawo.
In 1609, a form of football was played in the colony of Virginia.	Mu 1609, waliwo ekika ky'omuzannyo gw'omupiira ekyazzannyibwanga mu Virginia.
The history behind football dates back over three thousand years ago to the 2nd Century BC and China.	Ebyafaayo by'omupiira biva emyaka nga 3,000 emabega mu kyasa eky'okubiri BC mu China.
Documentary evidence can be found in a Chinese military manual from the Han Dynasty period.	Obukakafu obwo busangibwa mu kitabo ky'eggye lya China eryaliwo mu kiseera ky'obwakabaka bwa Han.
Later in the fourth century Before Christ, the Greeks and the Romans had invented their own football variations.	Oluvannyuma mu kyasa eky'okuna BC, Abayonaani n'Abaruumi nabo baali bayiiyizza emizannyo gyabwe egy'omupiira.
The Greeks played ‘Pheninda’ which involved kicking, handling and running with the ball.	Omuzannyo gw'omupiira ogw'Abayonaani gwali guzingiramu okusamba, okukwata, n'okudduka n'omupiira.
