eng	kin
Zimbabwe Police Block Main Opposition Rallies	Abapolisi ba Zimbabwe bahagaritse imyigaragambyo y’abatavuga rumwe n’ubutegetsi
Zimbabwe police Saturday blocked the country's main opposition party from holding rallies ahead of March 26 elections to fill seats that have fallen vacant since the general election in 2018. The police says the rally ban in Mavhunga, about 80 kilometers east of Harare, is meant to ensure peace and stability.	Ku wa gatandatu, abapolisi ba Zimbabwe babujije ishyaka rikomeye ry’abatavuga rumwe n’igihugu gukora imyigaragambyo mbere y’amatora yo ku ya 26 Werurwe kugira ngo yuzuze imyanya yaguye kuva amatora rusange yabaye mu 2018. Polisi ivuga ko guhagarika imyigaragambyo i Mavhunga, nko mu birometero 80 mu burasirazuba bwa Harare, bigamije guharanira amahoro n'amahoro.
Police camped overnight Friday at a venue in Marondera, where the leader of Zimbabwes main opposition, the Citizens Coalition for Change, Nelson Chamisa, was supposed to address his supporters Saturday. The 44-year-old candidate later came to disperse the crowd waiting for him.	Ku wa gatanu, abapolisi bakambitse ahitwa Marondera, aho umuyobozi w’ishyaka ritavuga rumwe n’ubutegetsi bwa Zimbabwes, Nelson Chamisa, yagombaga kuvugana n’abamushyigikiye ku wa gatandatu. Umukandida w'imyaka 44 yaje kuza gutatanya imbaga imutegereje.
"We are a party of peace, a party of the rule of law," he said.	Ati: "Turi ishyaka ry'amahoro, ishyaka ryo kugendera ku mategeko".
Chamisa said his party does not want to fight with people. He said the government denied permission to hold a rally, so the party asked for permission to come and tell about that. He told his supporters he does not want the politics of Zimbabwe to cause any death. Then he added that what the government does not know is that here in Marondera, his arrival is good enough.	Chamisa yavuze ko ishyaka rye ridashaka kurwana n'abantu. Yavuze ko guverinoma yanze uruhushya rwo gukora imyigaragambyo, bityo ishyaka risaba uruhushya rwo kuza kubivuga. Yabwiye abamushyigikiye ko adashaka ko politiki ya Zimbabwe itera urupfu urwo ari rwo rwose. Hanyuma yongeyeho ko icyo guverinoma itazi ari uko hano i Marondera, kuhagera kwe ari byiza bihagije.
In an interview Sunday, Fadzayi Mahere, the Citizens Coalition for Change spokeswoman said her party was not happy with the bias of the Zimbabwe Electoral Commission and the police in favor of the ruling ZANU-PF.	Mu kiganiro, Fadzayi Mahere, umuvugizi w’ishyirahamwe ry’abaturage riharanira impinduka yavuze ko ishyaka rye ritishimiye kubogama kwa komisiyo y’amatora ya Zimbabwe na polisi bashyigikiye ZANU-PF iri ku butegetsi.
"Our rally in Marondera was purportedly banned and yet ZANU-PF was car rally and other unsanctioned in the very same area," she said. "Not once have they sought authorization or given notice to the police, yet these unlawful prohibitions are meted out against us. Ours is a struggle of non-violent resistance. However, the thousands that came out just to hear president Chamisa speak shows beyond any doubt that the citizens are prepared to do whatever it takes to reclaim their dignity. We continue to urge supporters to register to vote in their masses so that we attain our target in 2023: A landslide victory."	Ati: "Imyigaragambyo yacu i Marondera byavuzwe ko yabujijwe nyamara ZANU-PF yari igiterane cy'imodoka ndetse n'ibindi bitemewe mu gace kamwe." "Ntabwo bigeze basaba uruhushya cyangwa ngo babimenyeshe abapolisi, nyamara ibyo bibujijwe mu buryo bunyuranyije n'amategeko byadushimishije. Iwacu ni urugamba rwo kurwanya ihohoterwa. Icyakora, ibihumbi n'ibihumbi byasohotse kugira ngo twumve perezida Chamisa avuga ibitaramo birenze ibyo ari byo byose. gushidikanya ko abaturage biteguye gukora ibishoboka byose kugira ngo bagarure icyubahiro cyabo. Turakomeza gusaba abayoboke kwiyandikisha kugira ngo batore mu mbaga yabo kugira ngo tugere ku ntego yacu mu 2023: Intsinzi idasanzwe. "
Zimbabwe police Sunday refused to comment on the ban of the Citizens Coalition for Change in Marondera. It issued a letter to the opposition saying it needed time to prepare to ensure there was peace at the rally. Two weeks ago, violence instigated by suspected ruling ZANU-PF supporters at a Citizens Coalition for Change rally resulted in two deaths and dozens injured.	Ku cyumweru abapolisi ba Zimbabwe banze kugira icyo batangaza ku ihagarikwa ry’abenegihugu baharanira impinduka muri Marondera. Yasohoye ibaruwa abatavuga rumwe n’ubutegetsi ivuga ko hakenewe igihe cyo kwitegura kugira ngo imyigaragambyo ibe amahoro. Ibyumweru bibiri bishize, urugomo rwatewe n’abakekwaho kuba bashyigikiye ZANU-PF mu myigaragambyo y’abaturage iharanira impinduka zahitanye abantu babiri abandi benshi barakomereka.
Alexander Rusero, a former senior politics lecturer at Harare Polytechnic college, says police and political parties must thwart violence at opposition rallies.	Alexander Rusero wahoze ari umwarimu mukuru muri politiki muri kaminuza ya Harare Polytechnic, avuga ko abapolisi n’imitwe ya politiki bagomba gukumira ihohoterwa mu myigaragambyo itavuga rumwe n’ubutegetsi.
Police have arrested 16 suspected ZANU-PF supporters who are accused of causing the violence and who now face murder charges in connection with the deaths at the opposition rally.	Polisi yataye muri yombi abantu 16 bakekwaho kuba bashyigikiye ZANU-PF baregwa kuba barateje urugomo none bakaba bakurikiranyweho ubwicanyi bakekwaho kuba barapfiriye mu myigaragambyo y'abatavuga rumwe n’ubutegetsi.
Zimbabwes pre-election season has been marred by violence that has claimed lives and left thousands injured since 2000 after a strong opposition party emerged.	Igihembwe cy’amatora mbere ya Zimbabwes cyaranzwe n’urugomo rwahitanye abantu kandi rukomeretsa abantu ibihumbi kuva mu 2000 nyuma y’ishyaka rikomeye ritavuga rumwe n’ubutegetsi.
	
A Zimbabwe Court Dismisses Suspension of Striking Teachers	Urukiko rwa Zimbabwe rwanze ihagarikwa ry’abarimu bigaragambyaga
Zimbabwe's High Court has voided the government's three-month suspension of striking teachers, ruling the ministry of education overstepped its authority. The teachers went on strike last week over poor salaries just as schools were set to reopen after a long break due to the COVID-19 pandemic. Analysts say children's education has been caught in the crossfire.	Urukiko rukuru rwa Zimbabwe rwanze ko guverinoma ihagarika amezi atatu ihagarika abarimu bigaragambyaga, ivuga ko minisiteri y’uburezi yarenze ububasha bwayo. Mu cyumweru gishize abarimu bagiye mu myigaragambyo kubera umushahara muke nkuko amashuri yari yiteguye gufungura nyuma yikiruhuko kirekire kubera icyorezo cya COVID-19. Abasesenguzi bavuga ko uburezi bw'abana bwafatiwe mu muriro.
Zimbabwes High Court has ruled the suspension of striking teachers by Evelyn Ndlovu, Zimbabwes minister of primary and secondary education, was illegal.	Urukiko rukuru rwa Zimbabwes rwemeje ko ihagarikwa ry’abarimu bigaragambyaga na Evelyn Ndlovu, minisitiri w’ishuri ryibanze n’ayisumbuye rya Zimbabwes, bitemewe.
Noble Chinhanu of the Zimbabwe Human Rights NGO Forum represented the teachers in court.	Noble Chinhanu wo mu ihuriro ry’imiryango itegamiye kuri Leta iharanira uburenganzira bwa muntu muri Zimbabwe yari ahagarariye abarimu mu rukiko.
"We managed to present our arguments before the court and the judge has given us an order to the effect that the press statement that was issued by the minister of primary and secondary education is illegal and unconstitutional," said Chinhanu. "We managed to prove that our client has a right not to be suspended in such a manner which was in violation of public service regulations of the nation."	Chinhanu yagize ati: "Twashoboye gutanga ibitekerezo byacu imbere y'urukiko kandi umucamanza yaduhaye itegeko kugira ngo itangazo ry'abanyamakuru ryatanzwe na minisitiri w'amashuri abanza n'ayisumbuye bitemewe kandi binyuranyije n'Itegeko Nshinga." "Twashoboye kwerekana ko umukiriya wacu afite uburenganzira bwo kudahagarikwa mu buryo bunyuranyije n'amategeko agenga abakozi ba Leta."
Government officials have not commented on the court ruling.	Abayobozi ba leta ntacyo batanze ku cyemezo cy'urukiko.
Schools in Zimbabwe closed last year during the COVID-19 pandemic and had been due to reopen last week.	Amashuri yo muri Zimbabwe yarafunzwe umwaka ushize mugihe cyanduye COVID-19 kandi yagombaga gufungura icyumweru gishize.
Gibson Nyikadzino, an independent political analyst, says the government and teachers must settle the strike quickly because students continue to be the losers.	Gibson Nyikadzino, umusesenguzi wa politiki wigenga, avuga ko guverinoma n'abarimu bagomba gukemura vuba imyigaragambyo kuko abanyeshuri bakomeje gutsindwa.
"We are seeing a lot of agitation and politicization of this from the employees," said Nyikadzino. "They are not keen to listen to what the employer is saying. Their parties that are being affected as a result of this, so what has to be done is go to the tripartite negotiating forum and in the spirit find a consensus."	Nyikadzino ati: "Turimo kubona imyigaragambyo myinshi na politiki mu bakozi." "Ntabwo bashishikajwe no kumva ibyo umukoresha avuga. Amashyaka yabo agira ingaruka kuri ibyo, bityo rero ikigomba gukorwa ni ukujya mu ihuriro ry’ibiganiro bitatu kandi mu mwuka ugashaka ubwumvikane."
The tripartite he refers to is the government, the workers and private companies.	Inyabutatu avuga ni guverinoma, abakozi n'ibigo byigenga.
Sifiso Ndlovu from the Zimbabwe Teachers Association – the countrys largest teachers union – says educators want to return to work, but need more pay to sustain themselves.	Sifiso Ndlovu wo mu ishyirahamwe ry'abarimu bo muri Zimbabwe - ibihugu by’abarimu benshi mu bihugu - avuga ko abarezi bifuza gusubira ku kazi, ariko bakeneye umushahara mwinshi kugira ngo batunge.
"There are some members who are unable to travel: those who are far distant schools. They are finding it difficult because of the resources," said Ndlovu. "And there are some who are saying while we are within the school environs, we still find it difficult to find food for subsistence. That is what is mitigating against 100 percent attendance. We hope that after pay day (next week Tuesday) things will get back to normal. But that does not mean that the teachers are happy with the remuneration that they are getting. They still want some more."	Ndlovu ati: "Hariho abanyamuryango bamwe badashobora gutembera: abari kure cyane y'amashuri. Basanga bigoye kubera amikoro." "Kandi hari bamwe bavuga mu gihe turi mu nkengero z'ishuri, turacyabona ko bigoye kubona ibiryo byo gutunga. Nicyo kigabanya kugabanya kwitabira 100%. Turizera ko nyuma yo kwishyura (icyumweru gitaha ku wa kabiri) ibintu bizagenda subira mu buzima busanzwe. Ariko ibyo ntibisobanura ko abarimu bishimiye umushahara bahabwa. Baracyashaka ibindi. "
Taungana Ndoro, is the spokesman for Zimbabwes ministry of primary and secondary education and says the situation in schools now is "encouraging."	Taungana Ndoro, ni umuvugizi wa minisiteri ya Zimbabwes ishinzwe amashuri abanza n'ayisumbuye kandi avuga ko ubu amashuri ari "bishimishije."
"We have gone round in government and non-government schools, and we are quite impressed by the teaching and learning that is going on," Ndoro said. "Of course there are a few schools here and there which still face a bit of challenges."	Ndoro ati: "Twazengurutse amashuri ya leta n'ay'imiryango itegamiye kuri Leta, kandi twashimishijwe cyane n'inyigisho n'imyigishirize ikomeje." "Nibyo koko, hano hari amashuri make na n'ubu agifite ibibazo bitoroshye."
The pay dispute goes back to October 2018, when the government stopped paying civil servants in U.S. dollars, switching to the reintroduced Zimbabwean dollar. The new currency has steadily lost value, effectively reducing teacher wages to about $100 a month. The teachers want the $540 a month they were getting in 2018.	Impaka z’imishahara zisubira mu Kwakira 2018, igihe guverinoma yahagaritse kwishyura abakozi ba Leta mu madorari y’Amerika, ihindura amadorari ya Zimbabwe. Ifaranga rishya ryatakaje agaciro, kugabanya umushahara wa mwarimu kugera ku madolari 100 ku kwezi. Abarimu bifuza amadorari 540 ku kwezi babonaga muri 2018.
Last week the teachers rejected the governments offer of a 20 percent pay raise along with some incentives, such as housing loans.	Mu cyumweru gishize abarimu banze ko leta itanga umushahara wa 20 ku ijana hamwe n’ingamba zimwe na zimwe, nk’inguzanyo zamazu.
	
Zimbabwe Government Orders Vaccinated Workers Back to Work	Guverinoma ya Zimbabwe yategetse abakozi bakingiwe gusubira ku kazi
Zimbabwes government has ordered civil servants who are vaccinated against COVID-19 to immediately report for duty after more than a year of working from home, citing a declining in new cases of the virus in the country.	Guverinoma ya Zimbabwe yategetse abakozi ba Leta bakingiwe COVID-19 guhita batanga raporo ku kazi nyuma y’umwaka urenga bakorera mu rugo, bavuga ko umubare w’abanduye virusi ugabanuka.
Authorities also announced any government workers without proof of vaccination will be barred from workplaces and face punishments, including a freeze on their salaries.	Abayobozi batangaje kandi ko abakozi ba leta badafite gihamya y’inkingo bazabuzwa gukorerwa kandi bagahanwa, harimo no guhagarika umushahara.
In a statement this week, President Emmerson Mnangagwas government said it wants its employees to resume meeting in person. Late Tuesday, Monica Mutsvangwa, the countrys information minister, said the number of people being hospitalized for COVID-19 is on a steady decline.	Mu ijambo rye kuri iki cyumweru, guverinoma ya Perezida Emmerson Mnangagwas yavuze ko ishaka ko abakozi bayo bakomeza inama ku giti cyabo. Ku wa kabiri, Minica Mutsvangwa, minisitiri w’itangazamakuru mu gihugu, yavuze ko umubare w’abantu bari mu bitaro bya COVID-19 ugenda ugabanuka.
