en	ibo
The students' body had accused the school's management of plotting to install a stooge, who would do the management's bidding as their leader.	Òtù ụmụ akwụkwọ a ebola ndị nlekọta ụlọakwụkwọ ebubo na ha chọrọ itinye onye ga-eme ebumnuche ndị nlekọta ka onye ndu ha. 
The management of the Federal Polytechnic, Ado Ekiti, Ekiti State, has shut down the school following students' protest over the interference of the school's authorities in the running of the Students Union Government.	Ndị nlekọta 'Federal Polytechnic' , Ado Ekiti, Ekiti steeti, emechiela ụlọakwụkwọ maka ịkpọ ganigani ụmụ akwụkwọ n' ihi itinye aka ndị na-achị ụlọakwụkwọ na ọchịchị gọọmenti òtù ụmụ akwụkwọ.
Consequently, the management also banned all SUG activities in school until further notice.	N' ihi nke a, ndị nlekọta ụlọakwụkwọ machikwara mmemme gọọmenti òtù ụmụ akwụkwọ niile ganye n' ọdịnihu
The students' body had accused the school's management of plotting to install a stooge, who would do the management's bidding as their leader.	Òtù ụmụ akwụkwọ a ebola ndị nlekọta ụlọakwụkwọ ebubo na ha chọrọ itinye onye ga-eme ebumnuche ndị nlekọta ka onye ndu ha. 
According to the News Agency of Nigeria, the protest by the students disrupted normal academic activities and vehicular movement in and out of the school.	Dị ka 'News Agency of Nigeria' sịrị kwuo, ịkpọ ganigani ụmụ akwụkwọ a gbochiri agụmakwụkwọ na ọpụpụ na mbata ụgbọala n' ụlọakwụkwọ a.
Some valuable facilities in the institution's School of Engineering were also destroyed.	E mebiri ụfọdụ ngwa bara uru na ngalaba ọmụmụ nkanụzụ ụlọakwụkwọ a. 
The institution's Director of Protocol, Information and Public Relations, Adeyemi Adejolu, in a statement issued in Ado Ekiti on Sunday, denied the students' claims that authorities were interfering with the union's affairs.	Onye nhazi ihe omume, nzisa ozi na mmekọrịta ọhaneze nke ụlọakwụkwọ a, Adeyemi Adejolu, n' okwu o kwuru n' Ado Ekiti ụbọchị Ụka, gọrọ ihe ụmụ akwụkwọ kwuru na ndị na-achị ụlọakwụkwọ na-etinye anya n' ihe òtù ụmụ akwụkwọ na-eme.
He also described as needless and unwarranted the violent protest by the students, saying their action was based on mere rumour from unreliable sources, adding that the school's management had nothing to gain from imposing candidates in students' union election.	Ọ kọwakwara ganigani ike ụmụ akwụkwọ mere dị ka ihe na-enweghị isi na ihe na-ezighị ezi, na-ekwu na omume ha gbadoro ụkwụ n' akụkọ asịrị si ebe adịghị ntụkwasị obi, na-agbakwunye na onweghi ihe ndị nlekọta ụlọakwụkwọ ga-erite n' iweta mmadụ na ntụli aka òtù ụmụ akwụkwọ.
According to him, the decision to shut the polytechnic was arrived at during an emergency joint meeting of the Academic Board and Management Committee held on Saturday.	Dị ka o kwuru, mkpebi imechi Politeknik pụtara na ọgbakọ mberede bọọdụ ọmụmụ na Kọmitii nlekọta nwekọrọ ọnụ na Satọdee.
For Femi Falana and Kunle Ajibade: Sixty Hurrahs to Courage and Conviction By Ogaga Ifowodo	N' ebe Femi Falana na Kunle Ajibade nọ: Huree iri isii maka obi ike na nkwenyesi ike nke si n' aka Ogaga Ifowodo.
These two tribunes of truth and justice recently marked their sixtieth anniversary in a beautiful land made almost unliveable on any proper index of healthy living, where the average life expectancy is a bleak fifty-four years, placing us behind 215 other countries in the world and 15 in Africa.	Ndị ọchịagha nke eziokwu na ikpe nkwụmọtọ abụọ a mere emume ncheta iri isii ha na nso a n' ọmarịcha ahụ ike zuru oke nke sịrị nnukwu ike nweta n' ịgụkọ ndụ ahụ ike, ebe ihe a tụrụanya ibi bụ afọ iri anọ na ise edochaghị anya, nke mere ka anyị na-agba ndị nke 215 n,' ụwa niile na ndị nke 15 na mba Afrịka.
They can't hear me, but I am shouting sixty hurrays in the first instance, and sixty more (for I wish them a very long life), in tribute to their extraordinary courage.	Ha enweghị ike ịnụ ihe m na-ekwu, mana ana m eti huree iri isii na mbido, na iri isii ọzọ (makana achọrọ m ka ha nọọ nnọọ ogologo ndụ), ụtụ nyere obi isi ike pụrụ iche. 
Dr. Ogaga Ifowodo	Dr. Ogaga Ifowodo
I was twenty-three and in the first semester of my final year as a law student at the University of Benin.	'Adị m afọ iri abụọ na atọ ma nọrọ na simesta nke mbụ nke afọ ikpe azụ m dịka nwata akwụkwọ na-agụ maka iwu na Mahadum nke Benin.
He was thirty and already a rising star in the legal profession, though still under the wing of the urbane but ever battle-ready Alao Aka-Bashorun.	Ọ dị afọ iri atọ ma bụrụ onye chapụrụ achapụ na-awalite n' ọrụ iwu, ọ bụ ezie na ọ bụ ọkaibe mana Alao Aka-Bashorun dị njikere mgbe ọbụla.
I had recently ceased to be Secretary-General of the Students Union and Opeyemi Bamidele (now literally taking the bullets of enemies of democracy in our land) newly sworn in as the Chairman of the Caretaker Committee, pending the election to constitute a new executive.	Akwụsịcharala m ịbụ odeakwụkwọ ukwu nke òtù ụmụ akwụkwọ ma Opeyemi Bamidele (ugbua na-aghọ mgbọ ndị iro ọchịchị onye kwuo uche ya n' ala anyị) ka e duru n' iyi ọrụ ọhụrụ dị ka onyeisi Kọmitii nlekọta, ruo mgbe e mere ntụli aka iguzobe ndị ezekutivu ọhụrụ.
And it was the matter of the election that led to my 'indefinite suspension' — along with Bamidele and two others, in the first instance (eight more followed suit, besides the president of the union) — thereby almost confirming my father's fear the day I informed him of my intention to run for a Students Union office: that I did not intend to graduate!	Ma ọ bụ ihe gbasara ntụli aka a kpatara nkwụsị akwụkwọ enweghị mgbe o jedebere m'--tinyere Bamidele na mmadụ abụọ ndị ọzọ, n' izizi (mmadụ asatọ ọzọ sochikwara, ma e wezụga onyeisi nke òtù) - - n' otu a ọ fọdụrụ obere ịmezu egwu nna m tụrụ ụbọchị m gwara ebumnuche m ịzọpụta ọkwa òtù ụmụ akwụkwọ: na ebughi m n' uche ịgụsị akwụkwọ!
Still smarting from our victory in the fight for the restoration of the union at Uniben — following the unconstitutional ban on student union activities in the wake of the nationwide protests sparked by the murder of four Ahmadu Bello University students by anti-riot policemen precipitately called to quell a peaceful protest (Professor Ango Abdullahi, the vice chancellor, would further outrage the nation by announcing that 'only four students died' as if one were not too many) — Professor Grace Alele-Williams sought to pacify her campus for General Babangida, the reigning military dictator, by issuing intolerable election guidelines.	Ka ọ ka na-eri ahụ ụfụ mmeri anyị meriri n' agha inweghachi òtù ụmụ akwụkwọs n' Uniben-- ka a machiri emume òtù ụmụ akwụkwọ n' ụzọ n' adanyeghi n' iwu ka e mechara ngagharị iwe n' ala anyị gburugburu nke ogbugbu ndị uweojii mgbochi ngagharị iwe a kpọrọ ka kwụsị ngagharị iwe udo gburu ụmụ akwụkwọ anọ nke Mahadum Ahmadu Bello (Ọkammụta Ango Abdullahi, vaịs chanselọ, gara n' ihu kpalite iwe ndị mmadụ site n' ikwuputa na 'sọọsọ ụmụ akwụkwọ anọ nwụrụ' ka a ga-asị n' ótù abaghị nnukwu ụba)--- Ọkammụta Grace Alele-Williams chọrọ imedara Onyeisi agha Babangida, onye agha na-achị ọchịchị aka ike, obi ụlọakwụkwọ ya, site n' inye usoro ntụli aka adịghị nnagide.
Candidates were to submit their manifestoes for vetting; were not to use university policy as a campaign issue;	Ndị na-azọ ọchịchị gara iweta ihe ga-eme maka nnyocha; agaghị eji amụma mahadum mee ihe ịchụ nta votu;
must not belong to campus associations (this aimed at disqualifying members of the 'banned' League of Patriotic Students, resurrected as the Cultural Awareness Club, our group); 	agaghị esonye n' òtù ọbụla n' ụlọakwụkwọ (ebumnuche nke a bụ iwezuga ndị so n' òtù 'League of Patriotic Students,' a machiri amachi e mechara tute dịka 'the Cultural Awareness Club,' òtù anyị); 
possession of a minimum Grade Point Average of 2.75; and disqualification without reason.	inwe opekata mpe akara gredi 2.75; na mwezuga n' enweghi ihe e ji aka.
Why call it an election, you might ask, but we were then in the early years of Babangida's political witchcraft, hence his dying need to pacify the campuses by emasculating the National Association of Nigerian Students (NANS), as well as the Academic Staff Union of Universities (ASUU), arguably the only organised opposition at the time to the burgeoning military terror. Our suspension was punishment for rallying the students against the obnoxious guidelines, for calling 'on students to boycott' the elections and — of course, they had to add this — 'incit[ing] them to violence and demonstration.'	Gịnị mere e ji kpọọ ntụli aka, i nwere ike ịjụ, mana mgbe ahụ anyị nọ mbido ọtụtụ afọ ọchịchị nchigbu Babangida n' ihi ya ọnwụ ya medara ụlọakwụkwọ dị iche iche obi site n' ịnapụ 'National Association of Nigerian Students (NANS), nakwa' Academic Staff Union of Universities (ASUU) ihe ha ji dị ebube, nke dị mgbagha bụ sọ òtù a haziri ahazi maka mbusoagha nyere mmenye ụjọ ndị agha na-etolite etolite. Nkwụsị akwụkwọ anyị bụ ntaramahụhụ maka ịkpọkọta ụmụ akwụkwọ megide usoro jọgburu onwe ya, maka ịkpọ 'ụmụ akwụkwọ ka ha jụ' ntụli aka ná ----eleghị anya, ha gbakwunyere nke a, 'ịkpali ha imesi ike na ngosiputa.
But that was hardly our only crime.	Mana nke ahụ abụghị sọ ihe ọjọọ anyị mere ma ncha.
At the time of the second petrol price increase by Babangida from 39.5 kobo to 42 kobo per litre — yes, the national currency did have value once upon a time! — the union had barely been inaugurated and so we lacked the platform for an effective protest, with the University of Jos, I believe, leading the way then.	N' oge nke ugboro abụọ Babangida bugoro ọnụ mmanụ ụgbọala site na 39.5 kobo ruo 42 kobo maka otu lita----ee, ego ala anyị bara uru n' ótù oge!--- a ka guzobesiri òtù ọhụrụ nke mere na anyị enweghi ohere ime ngagharị iwe dị írè, Mahadum nke Jos, ekwere m, bu ụzọ mgbe ahụ.
Then Babangida gave us a chance to salve our festering wound of non-participation: the students unions of the universities that shunned 'violence' by not protesting would each be given an eighteen-seater bus to commend their 'maturity.'	Mgbe ahụ Babangida nyere anyị ọhere ịnapụta onwe anyị na nsogbu nke esonyeghi: òtù ụmụ akwụkwọ nke mahadum dị iche iche ga-ajụ 'imesi ike' Site n' emeghi ngagharị iwe ka a ga-enye bọsụ na-ebu mmadụ iri na asatọ iji ja ha maka 'ntozu ọkè.'
Promptly, we made clear what kind of praise or gifts the University of Benin union would accept by holding a rally and rejecting the bribe outright.	N' egbughi oge, anyị mere ka o doo anya ụdị otito na onyinye òtù mahadum nke Benin ga-anata site inwe nnukwu ọgbakọ na ịjụ ngarị a ozugbo.
But the true test of the union's character followed quickly when the university decided to cancel resit examinations.	Mana ezi nnwale agwa òtù a sochiri anya ozugbo ka mahadum kpebiri ịkagbu nlegharị ule.
Resits gave a second chance, a lifeline even, to struggling students, many of whom were indigent, some constrained to do menial work in town to see themselves through school, and who still had to cope with poor living conditions, and non-existent or inadequate learning materials as libraries and laboratories were sapped to 'death' by the IMF/World Bank's Structural Adjustment Programme, imposed by Babangida on the nation despite its total rejection by the people.	Nlegharị ule nyere ọhere nke ugboro abụọ, ọbụna ihe dị nnukwu mkpa, nyere ụmụ akwụkwọ ndị nọ na mgbalị, nke ụfọdụ n'ime ha bụ ndị enweghị ka ọha ha, ụfọdụ n' ime ha ka a manyere ịrụ kirikiri ọrụ dị iche iche n' obodo iji zụọ onwe ha n' akwụkwọ, na ndị na-agide obibi ndụ erughi eru na ngwa ọmụmụ n' adịghị adị ma ọ bụ n' ezughi oké dịka ọba akwụkwọ na ụlọ nyocha nwụgoro site n' atụmatụ 'Structural Adjustment Programme' nke 'IMF/World Bank' Babangida kwanyere ala anyị ịnabata n' agbanyeghi na ndị mmadụ jụrụ ya kpamkpam.
Whatever the merits of the decision, the students would accept it only if living and learning conditions were improved, even if by a mere fifty percent.	Ihe ọ bụla uru mkpebi a nwere ike ịbụ, ụmụ akwụkwọ gaara anabata ya sọsọ ma ọ bụrụ na ọ ga-akwalite ọnọdụ obibi na ọmụmụ, ọbụna n' ọ bụ pesent iri ise nkịtị.
The vice-chancellor would not budge and challenged me, as the perceived recalcitrant mouthpiece of the students, to a debate.	Vaịs chanselọ agbanweghi echiche ya mana ọ mara m aka, dị ka onye a hụtara ka ọnụ na-ekwuru ụmụ akwụkwọ n' adịghị nkwadebe irubere iwu isi, ka anyị rụrịta ụka.
The entire university trooped to the quadrangle of the Faculty of Social Sciences to be schooled on how misguided the new students union was.	Ụmụ akwụkwọ pụtara n' ìgwè n' ámá nke ngalaba 'Social sciences' ka a gwa ha ka òtù siri gahie ụzọ. 
As it happened, she lost the argument and was constrained to restore resit exams for the time being.	Dị ka o mere, e meriri ya n' arụmụka ahụ nke mere ka ọ nweghachi nlegharị ule n' oge a.
That was the last straw.	Nke a bụ ihe ọjọọ ikpeazụ.
Something had to be done.	O kwesiri ka enwe ihe e mere.
And so disregarding our request to examine the evidence and witnesses against us, and for adequate time to prepare our response to the charges of holding a rally, and incitement to demonstration and violence, the university proceeded at break-neck speed to hand us what, in effect, were expulsion letters.	Mana n' elenyeghi anya n' arịrịọ anyị ka e nyochaa mgba àmà na ndị akaebe megide anyị, na inye anyị oge zuru ezu iji kwado nzaghachi nye ebubo niile e boro anyị maka inwe nnukwu ọgbakọ, na mkpalite ngosiputa na ọgbaghara, mahadum gara n' ihu n' egbughi oge inye anyị ihe, na mpụtara, bụ akwụkwọ ozi ọchụchụ.
