eng	luo
The former tenants will be given priority on buying the new modern housing units.	 Jodak machon ibiro keti e ong'ala manyime e nyiewo wudi moger e lony manyasani.
According to the project's architect Peter Wasilwa, each of the one-bedroom houses will be offered to the former tenants at an affordable cost of Sh1.5 million.	Kaluwore gi jagedo mar udigo Peter Wasilwa, ute mag one-bedroom ibiro chiuw ne jodak machon e nengo moyweyo mar Sh1.5 million.
The tenants will have 10 years to offset Sh1.5 million for the one-bedroom houses, paying Sh12,500 monthly.	Jodak ibiro mii higni 10 mar tieko chulo million Sh1.5  ne udi mag one-bedroom, ka gichulo omenda maromo Sh12,500 e due.
The two-bedroom houses will go for Sh2.5 million, while a three-bedroom house cost Sh3.5 million.	Ute mag two-bedroom biro nyieure enengo maromo million Sh2.5,ka ot mar three-bedroom ibiro nyieu e nengo mar million Sh3.5 million.
Non-tenants will part with Sh1 million more for the units.	Jooko biro medo Sh1 million ewi ot ka ot.
Kisumu is the third-largest city in Kenya after Nairobi and Mombasa and is in Lake Victoria Basin Commission headquarters for East African countries.	Kisumu en boma maduong' mar adek e Kenya bang boma ma Nairobi gi Mombasa, kendo oyudore e aluora mar nam Lolwe (Victoria basin Commision) kendo otelo ne pinje ma ugwe mayudore e aluora no.
Why today’s Kalasha gala is an awards show like no other	Gima omiyo Kalasha Gala en romo mar chiwo mich ma ok nyal pim gi moko.
It is all systems go for this year’s Kalasha International Film and TV awards that will be held in Nairobi today. 	Yore tee orieyo nyasi mar higani mar Kalasha International Film and TV awards mabiro timore Nairobi kawuono.
Timothy Owase, the Kenya Film Commission CEO promises a major show in the annual event that seeks to celebrate the crème de la crème of the local movie industry. 	Timothy Owase, jatend Kenya Film Commission chiko nyisruuok maduong e romo mabiro puoyo mit mar sinema magwa.
Some of the films that are favourites include Sincerely Daisy, Family Meeting, Midlife Crisis, 40 Sticks and Uradi.	Moko kuom sinema ma oher gin kaka Sincerely Daisy, Family Meeting, Midlife Crisis, 40 Sticks gi Uradi.
While Sincerely Daisy has 13 nominations, Family Meeting, 40 Sticks and Midlife Crisis have 12 each while Uradi has nine. 	Eseche ma  Sincerely Daisy ni gi yiero 13, Family Meeting, 40 Sticks gi Midlife Crisis nitiere gi yiero 12 moro ka moro kendo Uradi nitiere go ochiko.
Now, in its 10th year, the event will also serve as a platform for showcasing some of the best TV shows and children’s productions.	Sani, e hike mar 10, romono bende biro bedo kar nyiso moko kuom kipindi mabeyo e TV gi chenro mag nyithindo.
The event will be attended by Joe Mucheru, the Ministry of Information, Communications and Technology Cabinet Secretary.	Romono ibiro yuor gi jatend migao mag yore lony gi fwambo (ICT) Joe Mucheru.
“From our research, there has been a growing need for content for children on our screens and as a result, the commission introduced the Best Children Production category to acknowledge those who have developed concepts to accommodate our young ones as screen audiences,” Owase said.	“Koa e nonrowa, nitiere dwaro mar dongruok mag gige nyithindo e TV kendo kaluore gi dwarono, kamisenno osechako chenro mabeyo mag nyithido mondo ojiu jii mosegolo paro e kelo chenro ne jowa matindo,” Owase ne owacho.
Maisha Magic’s Pete, Majuto, Kovi and Selina series have been nominated in  Best TV Drama category while their lead actors/actresses have also been nominated for their roles. 	 Kipindi mag Pete, Majuto, Kovu gi Selina mabiro e Maisha Magic neoyier e kidieny mar  Best TV Drama eseche ma jotukgi bende neoyier.
The awards ceremony at Sarit Centre will feature a few guests in line with Ministry of Health guidelines on social distancing.	Romo mar chiwo mich mabiro timore Sarit Centre biro bedo gi welo matin kaluore gi chike mag migao mar thieth kaka bedo mabor gi jowadu.
KFC has partnered with StarTimes, which is the official platform where nominated films had been uploaded for voting and viewing.	KFC oseriwore gi kambi mar StarTimes, ma en kama ikete filim moyier mondo ogonegi ombulu kendo otang'gi.
The films and actors in Sincerely Daisy, Family Meeting, Midlife Crisis, 40 Sticks have all landed in notable slots namely Best Original Screenplay, Best Sound Design, Best Director, Best Lead Actress and Best Lead Actor.	Filimbe kod jotugo manitiere e Sincerely Daisy, Family Meeting, Midlife Crisis, 40 Sticks duto oseyudore e grube mineno kaka Best Original Screenplay, Best Sound Design, Best Director, Best Lead Actress kod Best Lead Actor.
The awards are being held at a time when the local film industry is showing signs of growth and recovery.	Romo mar chiwo mich timore e kinde ma kambi mayudore e kor gweng' nyiso ranyisi mag dongruok kod duogo e wang'e mar chal ng'ima dak.
This year, a number of local films and TV drama shows have found their way to Netflix with KFC making deliberate efforts to promote film production. 	E higani, kwan moromo mag filimbe manuang'ore e kor gweng'e kod tuke mag nyisruoka ma itang'o e wang' liech, ne oyudore e Netflix kama KFC temo matek ting'o malo golo kod neno mag filimbego.
The awards gala is being held at a time when focus is on the Kenya Film Bill 2020 that seeks to consolidate the legislative framework of laws relating to the film industry and to provide for the development, funding and regulation of the industry.	Romo mar chiwo mich timore e kinde ma paro duto oket e chike mag Kenya Film Bill 2020, madwaro riwo chike mochomore gi kembe filim kendo kelo dongruok, omenda kod  chike mag tayo kembego.
“For long, artistes have been complaining about being underpaid, poor working conditions and policies. In response, we are coming up with new guidelines to achieve the full potential, development and growth of the local talent,” Owase said.  He added that, through its parent Ministry of ICT, Innovation and Youth Affairs, KFC is championing a National Screen policy that will streamline funding, incentives, investment and capacity development.	 “Kuom kinde malach, jotugo osebedo kaywak ne chudo matin, lwasi marach mar tich kod ratiro. E duoko, wabiro gi yore manyien mag  yudo pok manyien gi dongruok,” Owase ne owacho.  Ne omedo ni kokalo e migao mar fwambo,tudruok kod lony (ICT), Innovation and Youth Affairs, KFC siro National Screen policy mabiro rieyo yore mag omenda, meto mag yuto, dongruok mar rieko kod keto mwandu.
He noted that a film-friendly production environment will involve a shared, positive view of the industry across a range of different government departments, agencies and other entities. 	Ne ojiwo ni lwasi maler mar golo filim biro riwo paro maber moya kuom migepe ma opogore mag piny owacho gi jo okos.
The Labour Statistics for Film and Related activities data from the Kenya National Bureau of Statistics 2020 economic surveys indicated that about 123,290 jobs existed directly in the film industry in 2018 with a 5.3 per cent increase recorded last year.	Nonro dak koya Kenya Bureau of Statistics 2020 e lupot mar kwan mag jotich mag filim gi moko ma otudore kode ne osiemo ni machieg'ni ni tije 123,290 ne owuok aching' e chiro mar filim e higa 2018 gi medruok mar atamalo 5.3 e higa mokalo.
According to the PWC analysis of trends shaping the entertainment and media industry in Africa – released last year – the total cinema revenue in Kenya is set to reach US$8.6 million (about Sh860 million) by 2023, up from US$6.2 million (about Sh620 million) in 2018, as production activity peaks for both feature films and TV drama.	Kaluwore gi nonro mag PWC mane ogol higa mokalo e rieyo kit kembe mamiyo jii nyiero kod kembe mag fwambo, kwan nar yuto mag sinema  e Kenya chan chopo omenda maromo dola milion8.6 (modwaro romo milion Sh860) kachop higa mar 2023, kaouk dola milion 6.2 (madwaro romo milion 620) ehiga mar 2018, e seche ma yore mag golo tuke mag thuolo malach gi machuok medore.
While Nigeria remains Africa’s film giant, Kenya has been tipped to join the continent’s major film countries in which is South Africa and Ghana.	E seche ma piny Nigeria pod otelo e wechego mag filim, Kenya osewachore nidhi riwore kod pinje madong'o mag filimbe ma gin South Africa kod Ghana.
Jamhuri Day fever- Must attend weekend events	Jamhuri Day fever- Romo go mochuno chopie e giko wik.
It is the festive season and a number of feelgood events are on cue this weekend to help you make the most of the coming holiday celebrations.	En kinde sikuku kendo kwan mag ikruok mag nyasi timore e giko wik mondo okony e loso mang'eny mag nyasi mabiro timore e kinde rusa mabiro.
Read Also: Inside a Covid gig - How corporates are adjusting to new trends	Som kendo: Inside a Covid gig - Manyiso kaka riuruoge ikore ne lokruoge kod kido manyien.
Alternate Sound, a fused four-man band boasting unique musical expressions, will be bringing African magic at the Just a Vibe event in Ngong Racecourse, Nairobi.	Alternate Sound, band mar ji ang'wen ma pakore kod kit ngolo magigoyo, biro tero thuon nduma ne joafrika e nyasi mar mor mobagi Ngong Racecourse, Nairobi.
Beloved Kenyan boy band Sauti Sol will be host to Sol Saturday - a limited tickets event -  at the Karen Waterfront which will feature must listen to special guests. Former Camp Mulla artist Miss Karun will at the Rebel Room for throbbing Afro Soul vibes alongside fast-rising songstress Xenia Manasseh and Nigerian singer Tems.	Rawera moher kod jokenya e band mar Sauti Sol biro tayo nyasi mar Sol Saturday ,man kod otiko matin mag donjo,e  Karen Waterfront mabiro tang'o wende mochuno ne welo modhial. Jawer machon mar Camp Mulla  Miss Karun biro bet e Rebel Room e kinde ngolo mar Afro Soul kanyo achiel kod mikayi mawinjore ahinya Xenia Manasseh kod jawer Tems  mar piny Nigeria.
Golden Ice Bistro will be having a special Jamhuri Eve hosted by Jay Ranking with DJ Kronixx behind the decks. Rapper Kahush, the son of Health CS Mutahi Kagwe, will be performing live at Clique Lounge in a must-attend event dubbed ‘Wanted in Nairobi’ which will also double as his album launch and listening party.	Golden Ice Bistro biro bedo gi Jamhuri moyiedh ma ibiro taa gi Jay Ranking gi DJ Kronixx. Jathum Kahush, ma en wuod jatend migao mar thieth Mutahi Kagwe, biro gocho Clique Lounge enyasi mochuno miluongo ni ‘Wanted in Nairobi’ mabende biro riwo wendege duto kod mago mag nyasi.
254 Brewery will host some of the finest people in the contemporary music space such as Big Bear, Mix Master Lenny and Marcelo Cura for Kenyan Nights’ 11th edition in another limited capacity event.	254 Brewery biro luongo jothumbe mideo  kaka Big Bear, Mix Master Lenny kod Marcelo Cura enyasi mar Kenyan Nights’ 11th edition okang' machielo mar nyasi.
The events industry has borne the brunt of the implications of Covid-19 to a very large extent this year.	Kembe mag tayo nyasi e higani oseyudo midhiero mang'eny ma okel kod Covid-19.
Typically one of the most lucrative industries when all factors are constant, this year has seen the demise of many money-making channels for many a stakeholder for months on end now. 	Gadiera jokanyo mag kembe mag nyasi mosebedo kadhi maber e ohala, osepodho e yore mag loso omenda kuom dueche mang'eny ehigani.
As we edge closer to the end of this rather turbulent year, it also looks like organizers are buoyed to slowly bring back the events lifeline slowly by slowly.	Esama wasudo machiegni gi giko higa mosedo matekni, chalo kagima jolos nyasi nigi geno mar duoko nyasi ewang'e mos mos.
Except it is also not as easy as it sounds.	 Mak mana ni ok oyot kaka owachoreno.
A few weeks ago, the annually controversial NaiFest went down and so much flack has been meted out against them after. 	Jumbe matin mokalo, nyasi mar NaiFest makelo ywaruok higa ka higa ne otimore kendo bang'e ne oyudo puoch moloyo duto.
Questions have been asked as regards whether it is the right time to bring back showbiz or humanity should be prioritized over profits. 	Penjo osebedo mang'eny kaluwore gi duoko nyasi mag jodhum kata ng'iyo ngima dhano moloyo uyuto mag thum.
Are there many event organizers willing to care less for the money and more for the lives of the human race? 	Bende nitiere jotaa nyasi madewo ngima dhano moloyo pesa?
That is the million-dollar question amid the current events temperature.	Mae e penjo penjore e kind chal ohand nyasi.
Last weekend saw the last-minute cancellation of the much-awaited Mugithi in the Wild, a move that many arguably did not see coming.	Giko juma ma okalo newaneno chungo mar nyasi mar Mugithi in the wild ma jii osebedo ka rito gino ma jii mang'eny ok noneno kabiro.
“It is with sincere regret that I formally inform you that, after due consideration of our current circumstances, KWS management has come to the decision to stop the planned Mugithi in the Wild event. We apologize for the inconvenience caused,’’ read a part of the statement put out by Lekishon Kenana, an official at Kenya Wildlife Service South Conservation Area division. 	 “Atimo mos makende kuom wachonu ni bang' ng'iyo chal masani, telo mar KWS osechopo e paro mar chungo nyasi mar mane ochan mar Mugithi in the Wild. Wagoyo mos kuom chochruok mosebete,’’ Som kidieny mar lupot moseket gi Lekishon Kenana, ma en apisa mar Kenya Wildlife Service South Conservation Area division.
