eng	nya
"This (index) presents a stark reminder of the material and immaterial damage that war does to its many victims," co-author Jan-Emmanuel De Neve said. The World Happiness Report, now in its 10th year, is based on people's own assessment of their happiness, as well as economic and social data. 	Mumulingo umenewu ukuimilira kukumbutsa mmene mulungo unalili wa zipangizo komanso zomwe sizipangizo zomwe nkhondo inachita kwa okhudzidwa, co-author  Jan-Emmanuel De Neve  anatero. The World Happiness Report, pano muchaka chawo chachikhumi, ikutengera paziganizo za anthu pachimwemwe chawo, chimodzimodzi pazachuma komanso kakhalidwe kawo
It assigns a happiness score on a scale of zero to 10, based on an average of data over a three-year period. This latest edition was completed before the Russian invasion of Ukraine. 	Inapeleka mulingo wachisangalalo pamulingo wa ziro mpaka 10, kutengera pa mulingo wakaundula  wa nthawi yoposa zaka zitatu,zomwe zinalembedwa zatsopanozi zinamalizidwa  dziko la Russia ndi Ukrain asana ukilane.
Northern Europeans once again dominated the top spots -- with the Danes second behind the Finns, followed by the Icelandic, the Swiss and the Dutch. The United States rose three places to 16th, one ahead of Britain, while France climbed to 20th, its highest ranking yet. 	Anthu aku Northen europe anapambananso kachikena  pamalo apa mwamba ndi Danes achiwiri pambuyo pa Finns, motsatirana ndi Icelandic, Swiss ndi Dutch.Dziko la United States anakwera  ndi malao atatau kufika pa 16th, patsogolo ndi  mulingo umodzi kwa Britain, pamene France  inakwera kufika pa 20th, mulingo waku waukulu pakali pano.
As well as a personal sense of wellbeing, based on Gallup polls in each country, the happiness score takes account of GDP, social support, personal freedom and levels of corruption. 	Kuphatikizapo kuti ngati munthu amene zinthu zake zilibwino, kutengera maganizo a anthu mu dziko lina lililonse,  kupambana kwa chisangalaro kumatengera  kuwelengera GDP, kuthandizilidwa ndi ma ubale, ufulu wa munthu  komanso mlingo wa katangale
This year the authors also used data from social media to compare people's emotions before and after the Covid-19 pandemic. They found "strong increases in anxiety and sadness" in 18 countries but a fall in feelings of anger. 	Chaka chino, oyambitsawo anagwiritsiranso ntchito data pa tsamba la mchezo la intaneti kuti asiyanitse maimvaima a m'malingaliro mlili wa Covid usanafike komanso utafika. Iwo anapeza "kukula kwa nkhawa komanso kukhumudwa" mu mayiko 18 koma kutsika mu mkwiyo.
"The lesson of the World Happiness Report over the years is that social support, generosity to one another and honesty in government are crucial for wellbeing," report co-author Jeffrey Sachs wrote. 	"Phunziro la uthenga opezeka mu World Hapinness Report pakudutsa kwa zaka ndilakuti kuthandiza pa maubale, kupeleka kwa wina ndi mzake komanso kuona mtima mu mboma  n'kofunika pa kukhala bwino kwa munthu." olemba nawo uthenga wa mu ripoti Jeffrey Sachs analemba.
"World leaders should take heed." 	"Azitsogoleri adziko akuyenera amve"
The report raised some eyebrows when it first placed Finland at the top of its listings in 2018. 	Zotsatira  zinadzidzimutsa pomwe Finland inaikidwa pamwamba mu 2018 
Many of the Nordic country's 5.5 million people describe themselves as taciturn and prone to melancholy, and admit to eyeing public displays of joyfulness with suspicion. 	Anthu ambili a mu chiwerengero cha 5.5 million ochokera kumayiko a Finland, Iceland ndiScandinavia anazifotoza okha kukhala osayankhurayankhura ndi osavuta kuvutika ndi kukhumudwa, komanso anavomereza kuti amayang'ana kuonetsera kwa chimwemwepagulu la anthu ndi chikaiko.
But the country of vast forests and lakes is also known for its well-functioning public services, ubiquitous saunas, widespread trust in authority and low levels of crime and inequality. 	Koma dziko la nkhalango ndi nyanja zikuluzikulu limadziwikanso ndi ntchito za boma zogwira ntchito bwino, malo osambira mthunzi opezeka paliponse, kukhulupilidwa kwa adindo ndi anthu ambilikomanso chiwerengero cha milandu ndi kuyanjanitsa kochepa.
	
	
Zimbabwe Court Orders Trial for NY Times Freelancer 	Bwalo la milandu ku Zimbabwe lalamula kufufuzanso mtolankhani wa NY Times .
A court in Zimbabwe dismissed a discharge application Tuesday in a case against a New York Times journalist. Freelance journalist Jeffrey Moyo is accused of flouting Zimbabwe's immigration laws when he allegedly helped two foreign reporters enter the southern African nation illegally last year. 	Bwalo la milandu ku dziko la Zimbabwe linakana pempho lakutuluka lachiwiri mu mlandu wa mtolankhaniwa New York Times.Mtolankhani wozilempha yekha Jeffrey Moyo akuimbidwa mlandu wokana moonekera lamulo bungwe loona za anthu olowa ndi otula la ku Zimbabwe pamene akuganiziridwa kuti anathandizira atolankhani a kunja kwa dzikoli kulowa dziko la kummawakwa Africa li chaka chatha.
Kathleen Mpofu — one of Moyo's lawyers — said the journalist will go on trial April 28. 	Kathleen Mpofu - m'modzi mwa oyimira mlandu wa  Moyo - wati mtolankhaniyu akaonekera ku khothi kukayankha mlandu pa 28 April.
"The magistrate dismissed the application. He basically found that the state had led enough evidence for Mr. Moyo to be put to his defense and coming to this finding," Mpofu told VOA from Bulawayo, via WhatsApp.  	"Oweluza mlandu, a magistrate,anakana pempho lawo. Kunali kovuta kuwateteza abambo Moyo kamba odandaura anabweretsa umboni wokwanira" Ampofu anaauza VOAkuchokeraku Bulawayo podzera mauthenga a inteneti a WhatsApp
"It seems the magistrate relied on the fact that the state had led the evidence of the allegedly false accreditation cards that had been obtained by the foreign journalist and based on his interpretation of the evidence led by the state, he found that it was sufficient to put the accused to his defense." 	"Zikuonetsa kuti a magistrate anadalira umboni omwe odandaula anapeleka okhudzana ndi mapepala achilolezo abodza omwe mtolankhaniyu anali nawo komanso potengera kutanthauzira kwa umboniwu,  anapeza kuti kunali koyenera kuteteza odandaulidwayu.
Moyo's lawyers believed the case might be dismissed, after the same court earlier this month acquitted a Zimbabwe Media Commission official, Thabang Manhika, for allegedly processing fake accreditations for two South Africa-based New York Times journalists who entered Zimbabwe and were later deported. Moyo and Manhika were being tried separately. 	Oyimilira mlandu wa Moyo anakhulupilira kuti mlanduwu uthakutsekedwa, potsatira ndi pamene bwalo la milandu koyambilira kwa mwezi uno linamasura ogwira ntchito ku Media Commission ya ku Zimbabwe, Thabang Manhika, yemwe amaganizilidwa kuti anathandizira kupanga zilolezo za bodza kwa atolankhani awiri a Newyork Times omwe amakhala mu dziko la South Africa omwe analowa mu dziko la Zimbabwe ndipo anatumizidwa kwawo. Moyo ndi Manhika amayankha milandu yawo mosiyana.
Zimbabwe's government says both Moyo and Manhika broke immigration laws. 	Boma la Zimbabwe lati Moyo  komanso Manhika onse anaphwanya lamulo la bungwe loona za anthu otuluka ndi olowa mdziko.
Information Ministry Permanent Secretary Ndabaningi Nick Mangwana commented on Tuesday's ruling. 	Mlembi wokhazikika wa unduna wa zofalitsa nkhani Ndabaningi Nick anaikirapo ndemanga pachigamulo cha la chiwiri.
"We just want to see that there's law and order. If somebody has committed a crime or is perceived, they will have their day in court, so he is having his day in court, so his outcome is not in our hands, it's in the hands of the criminal justice system. That's our position," Mangwana said. 	"ife tikungofuna kuonetsetsa kuti pali lamulo ndi dongosolo. Ngati wina wapalamula mulandu kapena akukayikilidwa, adzakhala ndi tsiku lawo mu bwalo lamilandu ndipo zotstira zawo sizili mmanja mwathu,zili mmanja mwa dongosolo la chilungamo ndi milandu.
Tabani Moyo of the Media Institute of Southern Africa, or MISA, has called for the journalist to be treated fairly. 	Tabani Moyo wogwira ntcito ku Media Institute of Southern Africa,kapena kuti MISA, waitanira kuti mtolankhaniyu achite naye mwa chilungamo
"MISA Zimbabwe underscores the need for fair trial. That is our position throughout till the end of the case. All we are saying is that he, just like any other citizen, deserves a fair trial," Moyo said. 	"MISA  Zimbabwe yatsindika za kufunika kwa kuyesa oganizilidwa mlandu mwa chilungamo. Uwo ndiye udindo wathu  njira yonse mpaka pothera mlanduwu. Chomwe tikunena ndichakutiiye, monga mzika ili onse, akuyenera kupatsidwa mwai wakuyesedwa mwa chilungamo,".
Moyo, a Zimbabwean national, faces up to 10 years in prison if convicted. 	Moyo, mbadwa ya dziko la zimbabwe, izakakhala kundende kwa dzaka 10 ngati itapezeka yolakwa.
	
	
Zimbabwe Police Block Main Opposition Rallies   	Apolisi a dziko la Zimbabwe aletsa misokhani ya chipani chotsutsa chachikulu.
Zimbabwe police Saturday blocked the country's main opposition party from holding rallies ahead of March 26 elections to fill seats that have fallen vacant since the general election in 2018. The police says the rally ban in Mavhunga, about 80 kilometers east of Harare, is meant to ensure peace and stability. 	A police  ku Zimbabwe anatchinga  chipani chotsutsa chachikulu m'dzikomo kupangitsa misokhano yokhudzana ndi zisakho zobwera pa 26 march pa mipando yomwe ilibe adindo chichitikileni chisankho chachikulu mu 2018. Apolisi ati akaniza ku mavhunga, komwe ndi pafupifupi 80 kilomitazi ku mmawa kwa Harare. akufuna kuonetsetsa kuti pali mtendere komanso bata.
Police camped overnight Friday at a venue in Marondera, where the leader of Zimbabwes main opposition, the Citizens Coalition for Change, Nelson Chamisa, was supposed to address his supporters Saturday. The 44-year-old candidate later came to disperse the crowd waiting for him. 	Apolisi anakakhalira kumalo komweko usiku wa Lachisanu mu Marondera, komwe mtsogoleri wotsutsa wa Zimbabwe anali, gulu la  Citizens Coalition for Change,  Nelson Chamisa amayenera kuwayankhura anthu owatsatira Loweluka. 
"We are a party of peace, a party of the rule of law," he said. 	"Ndife chipani cha mtendere, chipani chokhala pa lamuro," anatero.
Chamisa said his party does not want to fight with people. He said the government denied permission to hold a rally, so the party asked for permission to come and tell about that. He told his supporters he does not want the politics of Zimbabwe to cause any death. Then he added that what the government does not know is that here in Marondera, his arrival is good enough. 	Chimisa wati chipani chake sichifuna zolimbana ndi anthu. Wati boma linakaniza chilolezo chopangitsira msonkhano ,ndipo chipani chinapempha chilolezo kuti abwere  kuti azafotokoze za chimenechi, Iye anafotokozera omutsatira kuti sakufuna kuti ndale zakuzimbabwe zipangitse imfa ina iliyonse. Ndipo Iye anaonjezera kuti chomwe Boma silikudziwa ndichakuti kuti kuno ku mombera, kufika iye ndikokwanira.
In an interview Sunday, Fadzayi Mahere, the Citizens Coalition for Change spokeswoman said her party was not happy with the bias of the Zimbabwe Electoral Commission and the police in favor of the ruling ZANU-PF. 	Mukucheza nawo Lamulungu,  Fadzayi Mahere yemwe ndi woyankhulira wachizimayi wa bungwe la Citizen Coliation for Change wati chipani chake sichinali chokondwa ndi kusachita bwino komwe bungwe loyendetsa zisankho laku Zimbabwe komanso achitetezo apolisi amakondera chipani cholamura cha ZANU-PF.
"Our rally in Marondera was purportedly banned and yet ZANU-PF was car rally and other unsanctioned in the very same area," she said. "Not once have they sought authorization or given notice to the police, yet these unlawful prohibitions are meted out against us. Ours is a struggle of non-violent resistance. However, the thousands that came out just to hear president Chamisa speak shows beyond any doubt that the citizens are prepared to do whatever it takes to reclaim their dignity. We continue to urge supporters to register to vote in their masses so that we attain our target in 2023: A landslide victory." 	Msonkhano wathu unapitilira kukanizidwa pamene ZANU-PF  galimoto yawo ya msonkhano ndikuchita zina zosaloledwa mudera lomwelo, "iye  anatero. "olo kamodzi sanapepheko chilolezo olo kudziwitsa azachitetezo apolisi, pomwe  kuphhwanya lamulo kumeneku amkchitira ife. kwa ife ndikuthandizira anthu abata amuderalo. Chomcho mazana omwe anatuluka kuti akamve mtsogoleri wadziko Chimisa akuyankhura panalibe  kukaika kwina kulikonse kuti  mbadwa za dziko zakomzeka kuchita chilichonse chomwe angachite pakubwezeletsanso ulemu wawo. tinapitilirabe kupempha.
Zimbabwe police Sunday refused to comment on the ban of the Citizens Coalition for Change in Marondera. It issued a letter to the opposition saying it needed time to prepare to ensure there was peace at the rally. Two weeks ago, violence instigated by suspected ruling ZANU-PF supporters at a Citizens Coalition for Change rally resulted in two deaths and dozens injured. 	okhwimitsa chitetezo a dziko la Zimbabwe akana kuikirapo ndemanga pa kuletsa  Citizen Coliation for Change mu Marondera. Anapereka kalata kwa otsutsa kuti amkafuna nthawi kuti akomzekere kuti awonetsetse kuti kunali mtendere m'nthawi  ya misokhano. Sabata ziwiri zapitazo kunali ziwawa zomwe zinatsogoleledwa ndi otsatira omwe akukaikilIdwa achipani cholamura cha ZANU-PF ku msonkhano wa Citizens for Coliation Change zadzetsa imfa za anthu awiri komanso kuvulara kwa anthu khumi ndi awiri.
Alexander Rusero, a former senior politics lecturer at Harare Polytechnic college, says police and political parties must thwart violence at opposition rallies. 	Alexander Rusero yemwe ndi mphuzitsi wamkulu wa ndale wakale pa sukulu yaukachenjede ya Harare Polytechnic, wati okhwimitsa chitetezo komanso zipani zandale  zikuyenera kuthetsa ziwawa pamisonkhano yaotsutsa
