eng	pcm
Interestingly, while some sponsors compete in sponsoring the broadcast of tafseer by some prominent Ulama, some Ulama sponsor the broadcast of their own tafseer in the absence of a willing sponsor; others even beg for sponsors to sponsor theirs.	Wetin dey interesting be say, while some sponsor dey compete for who go sponsor di broadcast of tafseer wey some prominent Ulama dey anchor, some of di Ulama dey sponsor dia own broadcast tafseer even if dem no see persin wey wan sponsor;  odas even dey beg for sponsor wey go sponsor dia programme.
Also, as the contents of some tafseer and other religious lectures feature some serious flaws, sponsoring their broadcast is a gross misplacement of priority.	Also, di content wey some tafseer and oda religious lectures dey feature get some serious flaws, to dey sponsor dis kin broadcast nah big misplacement of priority
Equally interesting, others sponsor the broadcast of Adhan (Kiran Sallah) in a city like Kano	anoda thing wey dey interesting be say, some dey sponsor di broadcast of Adhan ( Kiran sallah) for inside city like Kano.
where, thanks to the sheer proliferation of mosques, regular Adhan reaches every nook and cranny.	wia, thank you to sheer wey dey increase for Mosques, regular Adhan don dey reach evri corner
Anyway, while Ikhlas is always the most fundamental yardstick that determines the worthwhileness or otherwise of both charitable feeding and the sponsoring of Ramadan tafseer broadcast, striking an appropriate balance between the two guarantees the perfect outcome.	Anyway, Ikhlas bin di ogbonge yardstick way dey determine if weda charitable feeding and di sponsoring of Ramadan tafseer  broadcast dey worthy or not, striking appropriate balance between di two go give better outkom.
Because as much as Ramadan is the month of the Quran when Muslims are expected to be particularly committed to it in terms of reading, learning its meanings and living accordingly,	Even though say Ramadan be di month of di Quran wey be say Muslims suppose dey commited in terms of reading, learning wetin im mean and to dey live dia lives accordingly
it's equally the month of generous charity when Muslims, particularly the wealthy, are expected to do much more in terms of charitable works especially mass feeding.	Di month nah di month of generous charity wey be say Muslims, particularly di ones wey dey wealthy suppose dey do charity work, especially mass feeding.
However, while that's simply the bottom line, which also explains why the controversy is absolutely unnecessary, the so-called liberal Muslims have blown it out of proportion.	Howeva, while dat one com be di bottom line, wich explain why di controversy no dey necessary, di Liberal Musilims don over do am
Capitalizing on public frustration amid the unbearable hunger ravaging the largest segment of the society, they question the worthwhileness and relevance of sponsoring the broadcast of Ramadan tafseer under the prevailing circumstances.	capitalizing on top public frustration wey dey inside di hunger wey dey wire di society, dem dey kwesion weda di sponsoring of di broadcast Ramadan tafseer dey worthy or relevance for under dis kin condition wey we dey find ourselves.
Also, feigning empathy and concern, they address the two charitable works as though mutually exclusive and thus people should choose between them.	As dem don pretend show empathy and concern, dey tok say di two charity work be di same and make pipo choose between dem.
Unsurprisingly, and under the pressure of the hard conditions, many people, including many otherwise discerning folks, fell for that propaganda not realising its context, which is the raging face-off between the so-called liberal Muslims, on the one hand, who are hell-bent on undermining Islamic and moral values in the society, and the wholehearted Muslims, on the other, especially the Ulama among them who are committed to encouraging people to never neglect their religious commitments in pursuit of their legitimate worldly pursuits.	Under di hard condition wey pipo dey, e no surprise to dey see many pipo, including di ones wey fit discern, fall for di propaganda wey dem no know e context, nah im be di raging face-off wey dey between di Liberal Muslims, for anoda side, dem bin wan undermine Islamic and moral values for di society by force, togada with di
Also, contrary to their claim, such so-called liberal Muslims aren't actually disturbed by the plight of the vulnerable, which explains why they never urge those spending huge resources on other things, no matter how absolutely worthless, to divert the resources to charitable courses.	Also, contrary to wetin dem claim, di Liberal Muslims no dey disturb by di kin wahala wey dey for di vulnerable, dis don explain why dem neva urge those wey dey spend huge resources on top oda things, no mater how worthless im be, make dem divert di resources to charitable course.
Likewise, they never urge that the massive amounts of resources their elite role models spend on maintaining their extravagant lifestyles should be diverted to the feeding of the poor or sheltering them.	Dem neva urge dat di kin massive amounts of  resources dia elite role spend on top say dey wan maintain dia big lifestyles suppose dey diverted for di feeding of di poor or to take give dem shelter
Instead, their conscience comes alive only when the resources are meant for, say, Hajj, Umrah, Daawah etc.	Instead, dia conscience go kom alive wen resources dey for only, say, Hajj, Umrah, Daourh
	
Federers conqueror amazed by dream day at the office	Federers conqueror dey amazed by dream day wey dey di office
